,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage,Match,Pack size
246,15.0,broccoli (calabrese),15.19,Oaklands broccoli ,Oaklands ,500g ,28.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W-0385 L -4702 TR2-24713496 AGRORIZAO S.L. CIF  ,W-0385 L -4702 TR2-24713496 AGRORIZAO S.L. CIF  ,Plast ic ,Ambient ,Refrigerated ,0.0,500g 
247,15.0,broccoli (calabrese),15.2,"Tesco, Market Value, broccoli ",Tesco Market Value ,339g ,28.11.2011 ,"Tesco, Blue Boar, Norwich ",30-Nov,Batch Number: ASE01(T) 178868 ,ASE01(T) 178868 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
248,15.0,broccoli (calabrese),15.21,Market broccoli ,Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,0.0,Purchase Date: 28.11.2011 
249,15.0,broccoli (calabrese),15.22,"Makro, broccoli, loose ",Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 28.11.2011 
250,16.0,broccoli (calabrese) steamed,16.1,"Tesco, broccoli florets ",Tesc o ,400g ,05.09.2011 ,"Tesco, Blue Boar , Norwich ",08-Sep,09-Sep,CE ,Plastic ,Ambient ,,0.0,400g 
251,,broccoli (calabrese) steamed,16.2,"Tesco, broccoli, loose ",Pack size: ,Purchase Date: 05.09.2011 ,05.09.2011 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
252,16.0,broccoli (calabrese) steamed,16.3,"Asda, British broccoli ",Asda ,,05.09.2011 ,"Asda , Norwich ",06-Sep,08-Sep,730000,Plastic ,Ambient ,Refrigerated ,0.0,
253,16.0,broccoli (calabrese) steamed,16.4,"Asda, broccoli loose ",Pack size: ,Purchase Date: 05.09.2011 ,05.09.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
254,16.0,broccoli (calabrese) steamed,16.6,"Morrisons, broccoli loose ",Pack size: ,Purchase D ate: 05.09.2011 ,,"Morrisons , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase D ate: 05.09.2011 
255,16.0,broccoli (calabrese) steamed,16.7,"Waitrose, broccoli, loose ",Pack size: ,Purchase Date: 05.09.2011 ,05.09.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
256,16.0,broccoli (calabrese) steamed,16.8,"Aldi, British broccoli ",Aldi ,350g ,05.09.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 348 JJ  Lot code: 3602 ,Supplier code: 348 JJ  Lot code: 3602 ,Plastic ,Ambient ,Refrigerated ,0.0,350g 
257,16.0,broccoli (calabrese) steamed,16.9,"Tesco, Market Value, broccoli ",Tesco Market Value ,293g ,05.09.2011 ,"Tesco, Blue Boar Road, Norwich ",06-Sep,Batch Number: 172855 CE ,172855 CE ,Plastic ,,Refrigerated ,0.0,293g 
258,,broccoli (calabrese) steamed,16.1,Market broccoli ,Pack size: ,Purchase Date: 05.09.2011 ,05.09.2011 ,"Independent market stall, Norwic h ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,400g 
259,16.0,broccoli (calabrese) steamed,16.11,"Macro, broccoli, loose ",Pack size: ,Purchase Date: 05.09.2011 ,05.09.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Cardboard ,Cardboard ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
260,16.0,broccoli (calabrese) steamed,nan,"Tesco, broccoli, loose ",Pack size: ,Purchase Date: 17.10.2011 ,28.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,1.0,2.5kg 
261,,broccoli (calabrese) steamed,16.13,"Tesco, broccoli, florets ",Tesco ,200g ,28.11.2011 ,"Tesco, Blue Boar Road , Norwich ",30-Nov,30-Nov,10:56  11 ,Plastic ,Ambient ,Refrigerated ,0.0,200g 
262,16.0,broccoli (calabr ese) steamed,16.14,"Asda, broccoli, loose ",Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 28.11.2011 
263,,broccoli (calabrese) steamed,16.15,"Asda, broccoli ",Asda ,335g ,28.11.2011 ,"Asda , Norwich ",,30-Nov,900506,Plastic ,Ambient ,Refrigerated ,0.0,335g 
264,16.0,broccoli (calabrese) steamed,16.16,"Sainsbury’s, broccoli ",Sainsbury’s ,300g ,28.11.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 30 Nov ,30-Nov,K0087D ,Plastic ,Ambient ,Refrigerated ,0.0,300g 
265,16.0,broccoli (calabrese) steamed,nan,"Morrisons, broccoli, loose ",Pack size: ,Purchase Date: 17.10.2011 ,28.11.2011 ,"Morrisons , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
266,,broccoli (calabrese) steamed,16.18,"Waitrose, broccoli, loose ",Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Waitrose, Wymondham ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 28.11.2011 
267,16.0,broccoli (calabrese) steamed,16.19,Oaklands broccoli ,Oaklands ,500g ,28.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W-0385 L -4702 TR2-24713496 AGRORIZAO S.L. CIF  ,W-0385 L -4702 TR2-24713496 AGRORIZAO S.L. CIF  ,Plastic ,Ambie nt ,Refrigerated ,0.0,500g 
268,16.0,broccoli (calabrese) steamed,16.2,"Tesco, Market Value, broccoli ",Tesco Market Value ,339g ,28.11.2011 ,"Tesco, Blue Boar, Nor wich ",30-Nov,Batch Number: ASE01(T) 178868 ,ASE01(T) 178868 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 05.09.2011 
269,16.0,broccoli (calabrese) steamed,16.21,Market broccoli ,Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 28.11.2011 
270,16.0,brocco li (calabrese) steamed,16.22,"Makro, broccoli, loose ",Pack size: ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,0.0,Purchase Date: 28.11.2011 
271,17.0,mushrooms,17.1,"Tesco, British closed cup mushrooms ",Tesco ,23.7,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",04-Oct,06-Oct,232 GS15 ,Plastic ,Ambient ,Refrigerated ,1.0,250g 
272,17.0,mushro oms,17.2,"Tesco , mushrooms , loose ",Pack size: ,27.7,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 03.10.2011 
273,17.0,mushrooms,17.3,"Asda, British closed cup mushrooms ",Asda ,22.0,03.10.2011 ,"Asda , Norwich ",05-Oct,07-Oct,640001 class I ,Plastic ,Ambient ,Refrigerated ,1.0,250g 
274,17.0,mushrooms,17.4,"Asda, mushrooms loose ",Pack size: ,26.5,03.10.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,1.0,Purchase Date: 03.10.2011 
275,17.0,mushrooms,17.5,"Sainsbury’s , sliced mushrooms ",Sainsbury’s ,1.0,03.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 07 Oct ,07-Oct,M0819N ,Plastic ,Ambient ,Refrigerated ,1.0,250g 
276,17.0,mushrooms,17.6,"Morrisons, button mushrooms ",Morrisons ,13.9,03.10.2011 ,,05-Oct,06-Oct,1379/06 ,Plastic ,Ambient ,Refrigerated ,1.0,250g 
277,17.0,mushrooms,17.7,"Waitrose, mushro oms, loose ",Pack size: ,30.1,03.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 03.10.2011 
278,17.0,mushrooms,17.8,"Aldi, button mushrooms ",Aldi ,8.9,03.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 685 WM 6. Lot code: 4001 ,Supplier code: 685 WM 6. Lot code: 4001 ,Plastic ,Ambient ,Refrigerated ,1.0,150g 
279,17.0,mushrooms,17.9,"Asda, Smart Price, mushrooms ",Asda Smart Price ,24.8,03.10.2011 ,"Asda, Norwich ",04-Oct,06-Oct,ASL0906225 Ireland 987001 ,Plastic ,Ambient ,Refrigerated ,1.0,750g 
280,17.0,mushrooms,nan,"Waveney, cultivated cut mushrooms ",Waveney Mushrooms Ltd ,Purchase Date: 17.10.2011 ,03.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
281,17.0,mushrooms,17.11,"Makro, button mushrooms ",Makro ,,03.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 273 24296 355311 ,273 24296 355311 ,Plastic ,Ambient ,Refrigerated ,0.0,
282,18.0,mushrooms stewed,18.2,"Tesco , mushrooms , loose ",Pack size: ,Purchase Date: 03.10.2011 ,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 03.10.2011 
283,18.0,mushrooms stewed,18.4,"Asda, mushrooms loose ",Pack size: ,Purchase Date: 03.10.2011 ,03.10.2011 ,"Asda , Norwich ",,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,Purchase Date: 03.10.2011 
284,18.0,mushrooms stewed,18.5,"Sainsbury’s, sliced mushrooms ",Sainsbury’s ,250g ,03.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 07 Oct ,07-Oct,M0819N ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
285,,mushrooms stewed,18.6,"Morrisons, button mushrooms ",Morrisons ,250g ,03.10.2011 ,"Morrisons , Norwich ",,06-Oct,1379/06 ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
286,18.0,mushrooms stewed,18.7,"Waitrose, mushrooms, loose ",Pack size: ,Purchase Date: 03.10.2011 ,03.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 03.10.2011 
287,18.0,mushrooms stewed,18.8,"Aldi, button mushrooms ",Aldi ,150g ,03.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 685 WM 6. Lot code: 4001 ,Supplier code: 685 WM 6. Lot code: 4001 ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
288,18.0,mushrooms stewed,18.9,"Asda, Smart Price, mushrooms ",Asda Smart Price ,750g ,03.10.2011 ,"Asda, Norwich ",04-Oct,06-Oct,ASL0906225 Ireland 987001 ,Plastic ,Ambient ,Refrigerated ,0.0,750g 
289,18.0,mushrooms stewed,18.1,"Waveney, cultivated cut mushrooms ",Waveney Mushrooms Ltd ,1.361kg (3lb) ,03.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plast ic ,Plast ic ,Ambient ,Refrigerated ,0.0,1.361kg (3lb) 
290,18.0,mushrooms stewed,18.11,"Makro, button mushrooms ",Makro ,250g ,03.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 273 24296 355311 ,273 24296 355311 ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
291,19.0,mushrooms cooked in sunflower oil,19.2,"Tesco , mushrooms , loose ",Pack size: ,Purchase Date: 03.10.2011 ,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated ,0.0,Purchase Date: 03.10.2011 
292,,mushrooms cooked in sunflower oil,19.3,"Asda, British closed cup mushrooms ",Asda ,250g ,03.10.2011 ,"Asda , Norwic h ",05-Oct,07-Oct,640001 class I ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
293,19.0,mushrooms cooked in sunflower oil,19.4,"Asda, mushrooms loose ",Pack size: ,Purchase Date : 03.10.2011 ,,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated ,0.0,Purchase Date : 03.10.2011 
294,19.0,mushrooms cooked in sunflower oil,19.5,"Sainsbury’s, sliced mushrooms ",Sainsbury’s ,250g ,03.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 07 Oct ,07-Oct,M0819N ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
295,19.0,mushrooms cooked in sunflower oil,19.6,"Morrisons, button mushrooms ",Morrisons ,250g ,03.10.2011 ,"Morrisons , Norwich ",05-Oct,06-Oct,1379/06 ,Plastic ,Ambient ,Refrigerated ,0.0,250g 
296,19.0,mushrooms cooked in sunflowe r oil,19.7,"Waitrose, mushrooms, loose ",Pack size: ,Purchase Date: 03.10.2011 ,03.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 03.10.2011 
297,19.0,mushrooms cooked in sunflower oil,19.8,"Aldi, button mushrooms ",Aldi ,150g ,03.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 685 WM 6. Lot code: 4001 ,Supplier code: 685 WM 6. Lot code: 4001 ,Plastic ,Ambient ,Refrigerated ,0.0,150g 
298,19.0,mushrooms cooked in sunflower oil,19.9,"Asda, Smart Price, mushrooms ",Asda Smart Price ,750g ,03.10.2011 ,"Asda, Norwich ",04-Oct,06-Oct,ASL0906225 Ireland 987001 ,,Ambient ,Refrigerated ,0.0,750g 
299,19.0,mushrooms cooked in sunflower oil,19.1,"Waveney, cultivated cut mushrooms ",Waveney Mushrooms Ltd ,1.361kg (3lb) ,03.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,1.361kg (3lb) 
300,20.0,sweetcorn kern els  ‘on the cob’,20.1,"Tesco, sweetcorn cobettes ",Tesco ,779.4,05.09.2011 ,"Tesco, Blue Boar Road , Norwich ",08-Sep,10-Sep,Supplier code: SADI ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 05.09.2011 
301,20.0,sweetcorn kern els  ‘on the cob’,20.2,"Tesco, Finest , tendersweet sweetcorn ",Tesco Finest ,699.7,05.09.2011 ,"Tesco, Blue Boar , Norwich ",07-Sep,09-Sep,Supplier code  BOB01  10:48 ,Plast ic ,Ambient ,Refrigerated ,1.0,Purchase Date: 05.09.2011 
302,20.0,sweetcorn kern els  ‘on the cob’,20.3,"Asda, swe etcorn cobettes ",Asda ,1035.6,05.09.2011 ,"Asda , Norwich ",08-Sep,10-Sep,700244 SHP ,Plastic ,Ambient ,Refrigerated ,1.0,4 pack 
303,20.0,sweetcorn kern els  ‘on the cob’,20.4,"Asda, sweetcorn ",Asda ,888.2,05.09.2011 ,"Asda , Norwich ",,10-Sep,700244 SHP ,Plastic ,Ambient ,Refrigerated ,1.0,2 pack 
304,20.0,sweetcorn kern els  ‘on the cob’,20.5,"Sainsbur y’s, British sweetcorn cobettes ",Sainsbury’s ,908.6,05.09.2011 ,"Sainsbury’s, Longwater, Norwich ",08-Sep,10-Sep,B0090B   17:19  6 2a ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 05.09.2011 
305,20.0,sweetcorn kern els  ‘on the cob’,20.6,"Morrisons, sweetco rn cobs ",Morrisons ,923.7,05.09.2011 ,"Morrisons, Norwich ",09-Sep,11-Sep,2593/02  02 22:33 ,Plastic ,,Refrigerated ,1.0,2 pack 
306,20.0,sweetcorn kern els  ‘on the cob’,20.7,"Waitrose, Sweetcorn kebabs ",Waitrose ,942.4,05.09.2011 ,"Waitrose, Wymondham ",07-Sep,Batch Number: 2b4 12:41   111A  AA ,2b4 12:41   111A  AA ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 05.09.2011 
307,20.0,sweetcorn kern els  ‘on the cob’,nan,"Aldi, sweetcorn ",Aldi ,Purchase Date: 17.10.2011 ,05.09.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 3603 (4) 12 Supplier code: 0570 ,3603 (4) 12 Supplier code: 0570 ,,Ambient ,Refrigerated ,1.0,2.5kg 
308,20.0,sweetcorn kern els  ‘on the cob’,20.9,"Market sweetcorn, loose ",Pack size: ,871.8,05.09.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 05.09.2011 
309,20.0,sweetcorn kern els  ‘on the cob’,20.1,,Tesco ,779.4,28.11.2011 ,"Tesco, Blue Boar , Norwich ",30-Nov,02-Dec,SADI ,Plastic ,,Refrigerated ,1.0,Purchase Date: 05.09.2011 
310,20.0,sweetcorn kern els  ‘on the cob’,20.11,"Tesco, family pack, supersweet sweetcorn ",Tesco ,Family pack ,28.11.2011 ,"Tesco, Blue Boar Road , Norwich ",01-Dec,03-Dec,SADI ,Plastic ,Ambient ,Refrigerated ,0.0,Family pack 
311,20.0,sweetcorn kern els  ‘on the cob’,20.12,"Asda, sweetcorn cobettes ",Asda ,4 pack ,,"Asda , Norwich ",30-Nov,02-Dec,700273 1911 4 ,Plastic ,Ambient ,Refrigerated ,0.0,4 pack 
312,20.0,sweetcorn kern els  ‘on the cob’,20.13,"Asda, Sweetcorn ",Asda ,2 pack ,28.11.2011 ,"Asda , Norwich ",30-Nov,02-Dec,700275 7 384 ,Plastic ,Ambient ,Refrigerated ,0.0,2 pack 
313,20.0,sweetcorn kern els  ‘on the cob’,20.14,"Sainsbury’s, sweetcorn cobettes ",Sainsbury’s ,Purchase Date: 28.11.2011 ,28.11.2011 ,"Sainsbury’s, Longwater , Norwich ",01-Dec,03-Dec,B0090 B   16:26  6 2a ,Plastic ,,Refrigerated ,0.0,Purchase Date: 28.11.2011 
314,20.0,sweetcorn kern els  ‘on the cob’,20.15,"Morrisons, sweetcorn cobettes ",Morrisons ,4 cobs ,28.11.2011 ,"Morrisons , Norwich ",29-Nov-11,01-Dec-11,2593/02  23 14:22 ,Plastic ,Ambient ,Refrigerated ,0.0,4 cobs 
315,20.0,sweetcorn kern els  ‘on the cob’,20.16,"The Co -operative, corn on the cob ",The Co -operative ,2 cobs ,28.11.2011 ,"The Co-operative , Wymondham ",Best Before Date: 30 Nov ,30-Nov,Supplied by M244 ,Plastic ,Ambient ,Refrigerated ,0.0,2 cobs 
316,21.0,cabbage white,21.1,"Tesco, British White Cabbage ",Tesco ,1 cabbage ,03.10.2011 ,"Tesco, Harford Bridges, Norwich ",09-Oct,12-Oct,Supplier code  PV ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
317,21.0,cabbage white,21.2,"Tesco, British White Cabbage ",Tesco ,1 cabbage ,03.10.2011 ,"Tesco, Blue Boar, Norwich ",07-Oct,10-Oct,Supplier code  PV ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
318,21.0,cabbage white,21.3,"Asda, British White Cabbage ",Asda ,1 cabbage ,03.10.2011 ,"Asda, Norwi ch ",Best Before Date: ,Batch Number: PLU577    T30000 5 ,PLU577    T30000 5 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
319,21.0,cabbage white,21.4,"Asda, British White Ca bbage ",Asda ,1 cabbage ,03.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: PLU577    T30000 4&5 ,PLU577    T30000 4&5 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
320,21.0,cabbage white,21.6,"Morrisons, White Cabbage ",Morrisons ,1 cabbage ,,"Morrisons, Norwich ",06-Oct,08-Oct,17729 -TH1VEG -2 27511MD     05:30 ,Plastic ,Ambient ,Refrigera ted ,0.0,1 cabbage 
321,21.0,cabbage w hite,21.7,"Co-op, White c abbage , loose ",Co-op ,Loose ,03.10.2011 ,"The Co-operative , Earlham Green Lane, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,Ambient ,Refrigerated ,0.0,Loose 
322,21.0,cabbage white,21.8,"Aldi, White cabbage ",Aldi ,1 cabbage ,03.10.2011 ,,Best Before Date: ,Batch Number: Lot code: 40 03 ,Lot code: 40 03 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
323,21.0,cabbage white,21.9,Market white cabbage ,Pack size: Loose ,Loose ,03.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,Ambient ,Refrigerated ,0.0,Loose 
324,21.0,cabbage white,21.1,White cabbage ,DE Brand & Sons ,2 cabbages ,03.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Date code 273 Supp no  24477 ,Date code 273 Supp no  24477 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
325,21.0,cabbage white,21.11,"Tesco, British white cabbage ",Tesco ,1 cabbage ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",14-Jan,17-Jan,PV bar code 3050 ,Plastic ,Ambient ,,0.0,1 cabbage 
326,21.0,cabbage  white,21.12,"Tesco, British white cabbage ",Tesco ,1 cabbage ,09.01.2012 ,"Tesco, Harford Bridges, Norwich ",09-Jan,12-Jan,PV bar code 3050 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
327,21.0,cabbage white,21.13,"Asda, British white cabbage ",Asda ,1 cabbage ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 5 PLU577  730000 ,5 PLU577  730000 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
328,21.0,cabbage white,21.14,"Asda, British white cabbage ",Asda ,1 cabbage ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: PLU577  730000 ,PLU577  730000 ,Plastic ,Ambient ,Refrigerated ,0.0,1 cabbage 
329,21.0,cabbage white,21.15,White cabbage (Sainsbury’s) ,Pack size: Whole cabbage loose ,Whole cabbage loose ,09.01.2012 ,"Sainbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: 7092 ,7092,None ,Ambient ,,0.0,Whole cabbage loose 
330,21.0,cabbage white,21.16,"Morrisons, White cabbage ",Morrisons ,1/2 cabbage ,09.01.2012 ,"Morrisons , Norwich ",12-Jan,14-Jan,32220 -TH1-VEG2C 00712GR    [clock]10:29 ,Plastic ,Ambient ,Refrigerated ,0.0,1/2 cabbage 
331,21.0,cabbage white,21.17,White cabbage (Lidl) ,Pack size: Whole cabbage loos e ,Whole cabbage loos e ,09.01.2012 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated ,0.0,Whole cabbage loos e 
332,21.0,cabbage white,21.18,Market white cabbage ,Pack size: Loose whole cabbage ,Loose whole cabbage ,09.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,,Refrigerated ,0.0,Loose whole cabbage 
333,,cabbage white,21.19,White cabbage ,D.E. Brand & Sons Ltd ,2 cabbages ,09.01.2012 ,"Makro, Norwich ",Date code: 003 ,Batch Number: Art no: 364558  Supp no: 24477 ,Art no: 364558  Supp no: 24477 ,Plastic ,Ambient ,Refrigerated ,0.0,2 cabbages 
334,22.0,cabbage green,22.1,"Tesco, Lincolnshire green cabbage ",Tesco ,890.8,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 002339284 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
335,22.0,cabbage green,22.2,"Tesco, Lincolnshire sweetheart cabbage ",Tesco ,530.0,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 004194517 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
336,22.0,cabbage green,22.3,"Asda, British tenderheart cabbage ",Asda ,542.8,17.10.2011 ,"Asda, Norwich ",21-Oct,23-Oct,730000 04358585 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
337,22.0,cabbage green,22.4,"Asda, British green cabbage ",Asda ,1076.2,17.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 730000 005181559 ,730000 005181559 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
338,22.0,cabbage green,22.5,"Sainsbury’s, Br itish savoy cabbage ",Sainsbury’s ,696.5,17.10.2011 ,"Sainsbury’s, Longwater, Norwich ",20-Oct,22-Oct,M0259Q ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
339,22.0,cabbage green,22.6,"Morrisons, green cabbage ",Morrisons ,984.2,17.10.2011 ,"Morrisons, Norwich ",19-Oct,21-Oct,20306 -TH1-VEG2A 28811AB 02:07 ,Plastic ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
340,22.0,cabbage green,22.7,"The Co -operative, green cabbage ",The Co -operative ,Purchase Date: 17.10.2011 ,17.10.2011 ,"The Co -operative , Earlham Green Lane, Norwich ",22-Oct,26-Oct,M233 ,Plastic ,Ambient ,Refrigerated ,0.0,Purchase Date: 17.10.2011 
341,22.0,cabbage green,nan,"Oaklands, British savoy cabbage ",Oaklands ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W1332(3) 4104 005021555 ,W1332(3) 4104 005021555 ,,Ambient ,Refrigerated ,1.0,2.5kg 
342,22.0,cabbage green,nan,"Tesco, Market Value, green cabbage ",Tesco Market Value ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",20-Oct,Batch Number: Supplier code: PV ,Supplier code: PV ,Plastic ,Ambient ,Refrigerated ,1.0,2.5kg 
343,22.0,cabbage green,22.1,Greengrocer savoy cabbage ,Pack size: ,890.8,17.10.2011 ,"Indep endent greengrocer, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated ,1.0,Purchase Date: 17.10.2011 
344,22.0,cabbage green,22.11,"Farm Fresh, savoy c abbage ",Farm Fresh ,2,17.10.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 30/4  A22511 ,30/4  A22511 ,Plastic ,Refrigerated ,,0.0,2
