Page,Sample_Number,Sample_Name,Pack_Size,Source_PDF
1101,52,Tesco Everyday Value red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1103,52,Asda Good & Balanced red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1105,52,Sainsbury’s red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1107,52,Morrisons red kidney beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1109,52,Campo Largo red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1111,52,Essential Waitrose red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1113,52,Chef’s Larder red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1115,52,Napolina red kidney beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1118,53,"Lentils, brown/green, dried, boiled",500g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1119,53,Tesco Whole Foods lentilles vertes,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1121,53,KTC brown lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1123,53,Asda Good & Balanced green lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1125,53,Sainsbury’s green lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1127,53,Gama for Goodness Sake green lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1129,53,Waitrose Love Life lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1131,53,Holland and Barrett ooh la la lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1133,53,KTC green lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1135,53,TRS brown lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1137,53,Natco green lentils,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1140,54,"Chickpeas, dried, boiled",500g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1141,54,Tesco Whole Foods chickpeas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1143,54,Tesco Aasani chickpeas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1145,54,Asda Good & Balanced chickpeas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1147,54,Sainsbury’s chickpeas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1149,54,Morrisons Wholefoods chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1151,54,Waitrose Love Life chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1153,54,TRS chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1155,54,KTC chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1157,54,Cypressa chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1159,54,East End chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1160,55,"Chickpeas, canned, reheated",Net weig ht: 400g ; drained weig ht: 240g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1161,55,Tesco chickpeas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1165,55,Asda Good & Balanced chickpeas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1167,55,Sainsbury’s chickpeas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1169,55,Morrisons chickpeas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1171,55,Aldi Sweet Harvest chick peas,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1173,55,Essential Waitrose chick peas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1175,55,Napolina classic chick peas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1177,55,Napolina chick peas in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1180,56,"Butter beans, dried, boiled",375g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1181,56,Tesco Whole Foods butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1183,56,Tesco Wholefoods butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1185,56,Asda Good & Balanced butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1187,56,Sainsbury’s butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1189,56,Morrisons Wholefoods butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1193,56,Island Sun butter beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1194,57,"Dates, dried, flesh only",450g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1195,57,Tesco Whole Foods deglet nour dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1199,57,Asda Good & Balanced dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1201,57,Sainsbury’s dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1203,57,Morrisons Wholefoods chopped dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1205,57,Waitrose Love Life dried pitted Deglet Nour dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1207,57,Holland & Barrett chunky chopped dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1209,57,Curtis pitted dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1211,57,Whitworths snack on stoned  Sayer dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1213,57,Whitworths chopped Sayer dates,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1214,58,"Mung beans, dried, boiled",500g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1215,58,Tesco Whole Foods mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1217,58,Tesco Aasani whole mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1219,58,Morrisons Wholefoods mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1221,58,TRS mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1223,58,Natco mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1225,58,KTC mung beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1226,59,"Haricot beans, canned, reheated",Net weig ht: 400g ; drained weig ht: 235g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1227,59,Tesco haricot beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1231,59,Asda Good & Balanced haricot beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1233,59,Asda Good & Balanced haricot beans  in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1235,59,Sainsbury’s haricot beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1237,59,Morrisons haricot beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1238,60,"Cannellini beans, canned, reheated",Net weig ht: 400g ; drained weig ht: 246g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1239,60,Tesco cannellini beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1243,60,Asda Good & Balanced cannellini beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1245,60,Sainsbury’s cannellini beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1247,60,Morrisons cannellini beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1249,60,Waitrose essential cannellini beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1251,60,Simply M&S cannellini beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1253,60,Napolina cannellini beans in water,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1258,61,"Edamame, frozen, boiled",500g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1259,61,Tesco edamame beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1263,61,Tesco soya beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1265,61,Yutaka edamame soybeans with pods,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1267,61,Yutaka edamame shelled soybeans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1269,61,Birds Eye soya beans,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1272,62,"Figs, ready to eat, semi -dried",250g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1273,62,Tesco ready to eat figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1275,62,Tesco Whole Foods ready to eat figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1277,62,Asda Good & Balanced figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1279,62,Sainsbury’s figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1281,62,Waitrose Love Life soft smyrna figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1283,62,Morrisons Wholefoods soft figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1285,62,The Co -operative Loved by Us dried figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1287,62,Neal’s Yard Wholefoods ready to eat figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1289,62,Whitworths snack on soft Smyrna figs,,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1292,1,guidelines. Details of all sub -samples were recorded prior to,chang es on cooking  and,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
1293,2,,of a plum and stone: 76.8g ,Nutrient_analysis_of_fruit_and_vegetables_-_Sampling_Report.pdf
