,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
698,42.0,"Pears, raw, flesh and skin ",42.1,"Tesco, loose Conference pears ",Pack size: ,201.8,18.11.2011 ,"Tesco, Blue B oar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
699,42.0,"Pears, raw, flesh and skin ",42.2,"Tesco, pears ",,177.8,18.11.2011 ,"Tesco, Blue Boar Road , Norwich ",23-Nov,25-Nov,L15 kcb 3454 EW 100 ,Plastic ,,Ambient 
700,42.0,"Pears, raw, flesh and skin ",42.3,"Asda, loose Rocha pears ",Pack size: ,139.0,18.11.201 1 ,"Asda , Norwich ",Best Before Date: ,Batch Number: 3024 ,3024,Plastic ,Ambient ,Ambient 
701,42.0,"Pears, raw, flesh and skin ",42.4,"Asda, loose Conference pears ",Pack size: ,278.7,18.11.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,
702,42.0,"Pears, raw, flesh and skin ",42.5,"Sainsbury’s, Conference pears ",Sainsbury’s ,146.7,18.11.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 27 Nov ,27-Nov,O0218C/19 117975 09.11 ,Plastic ,Ambient ,Ambient 
703,42.0,"Pears, raw, flesh and skin ",42.6,"Morrisons, Rocha pears ",Morrisons ,120.5,23.11.2011 ,"Morrisons , Norwich ",24-Nov,26-Nov,26130B TH1 SOR2 322 1123:36 PJ ,,Ambient ,Ambient 
704,42.0,"Pears, raw, flesh and skin ",42.7,"Marks & Spencer, perfectly ripe Concorde pears ",Marks & Spencer ,246.4,23.11.2011 ,"Marks & Spencer , Norwich ",25-Nov,Batch Number: 4508 B ,4508 B ,Plastic ,Ambient ,Ambient 
705,42.0,"Pears, raw, flesh and skin ",42.8,"Aldi, Conference pears ",Aldi ,99.0,18.11.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 1117 Defra code: E58530 4701 EW86 ,Supplier code: 1117 Defra code: E58530 4701 EW86 ,Plastic ,Ambient ,Ambient 
706,42.0,"Pears, raw, flesh and skin ",42.9,"Sainsbury’s, Basics, pears ",Sainsbury’s Basics ,204.9,18.11.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 27 Nov ,27-Nov,O0218V(P) 1125696 08.09 ,Plastic ,Ambient ,Ambient 
