,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
650,39.0,"Bananas, raw, flesh only ",39.1,"Tesco, Fair Trade, bananas ",Tesco ,174.8,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",22-Nov,24-Nov,Supplier: PGS17 DON 12010 02221 ,Plastic ,Ambient ,Ambient 
651,,"Bananas, raw, flesh only ",39.2,"Tesco, k eep me , bananas ",Tesco ,161.0,18.11.2011 ,"Tesco, Blue Boar Road, No rwich ",19-Nov,22-Nov,Supplier code: PGS13 ,Plastic ,Ambient ,Ambient 
652,39.0,"Bananas, raw, flesh only ",39.3,"Asda o rganics , bananas ",Asda o rganics ,139.4,18.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 561007 ,561007,Plastic ,Ambient ,
653,,"Bananas, raw, flesh only ",39.4,"Fyffes, loose b ananas ",Fyffes ,197.0,18.11.2011 ,"Asda, Norwich ",,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient 
654,39.0,"Bananas, raw, flesh only ",39.5,"Sainsbury’s, 5 bananas, Fairtrade  ",Sainsbury’s ,134.7,18.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: W0982E FFLW0114 1768558 02.11 ,W0982E FFLW0114 1768558 02.11 ,Plastic ,Ambient ,Ambient 
655,39.0,"Bananas, raw, flesh only ",39.6,"Morrisons, b ananas ",Morrisons ,187.0,21.11.2011 ,"Morrisons, Norwich ",,24-Nov,0732 FL ,Plastic ,Ambient ,Ambient 
656,39.0,"Bananas, raw, flesh only ",39.7,"The Co -operative, Fairtrade loose b ananas ",The Co -operative ,118.5,21.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,
