,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
165,11.0,"Onions, raw ",11.1,"Tesco, Finest, sweet onions ",Tesco Finest ,200.5,10.10.2011 ,"Tesco, Harford Bridges, Norwich ",17-Oct,Batch Number: GS11 L2 ,GS11 L2 ,Netting ,Ambient ,Ambient 
166,11.0,"Onions, raw ",11.2,"Tesco, East Anglian cooking onions ",Tesco ,107.6,10.10.2011 ,"Tesco, H arford Bridges, Norwich ",18-Oct,Batch Number: GS11 11:13  L3A ,GS11 11:13  L3A ,Plastic ,Ambient ,Ambient 
167,11.0,"Onions, raw ",11.3,"Asda, East Anglian onions ",Asda ,132.5,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 670017 42 B 278 LO3 ,670017 42 B 278 LO3 ,Plastic ,Ambient ,Ambient 
168,,"Onions, raw ",11.4,"Asda, loose onions ",Pack size: ,160.0,10.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
169,11.0,"Onions, raw ",11.7,"Waitrose, loose onions ",Pack size: ,207.5,10.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
170,11.0,"Onions, raw ",11.8,"Aldi, onions ",Aldi ,214.9,10.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 41 06 Supplier No: 348  AA ,41 06 Supplier No: 348  AA ,Plastic ,Ambient ,Ambient 
171,11.0,"Onions, raw ",,"Sainsbury’s, basics Onions ",Sainsbury’s basics ,1.5kg ,10.10.2011 ,"Sainsbury’s, Longwater, Norwich ",15-Oct,15-Oct,16:18  11279L2 LOT74151  RO466A ,Plastic ,Ambient ,Ambient 
