,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
10,1.0,"Potatoes, old, raw, flesh only ",1.11,Garden of Elveden w hite potatoes ,Garden of Elveden ,173.8,03.10.201 1 ,"Makro , Norwich ",Best Before Date: ,Batch Number: Supplier:24333 Art No:368824 Code:273 ,Supplier:24333 Art No:368824 Code:273 ,Plastic ,Ambient ,Ambient 
11,1.0,"Potatoes, old, raw, flesh only ",1.12,"Tesco , British King Edward potatoes ",Tesco ,158.2,16.01.2012 ,"Tesco, Blue Boar Road , Norwich ",19-Jan,21-Jan,GV1  20:07  L3 ,Plastic ,Ambient ,Ambient 
12,1.0,"Potatoes, old, raw, flesh only ",1.14,"Asda , British w hite potatoes ",Asda ,151.4,16.01.2012 ,"Asda , Norwich ",,Batch Number: QVL60217D02183443 Site code: 790180 ,QVL60217D02183443 Site code: 790180 ,Plastic ,Ambient ,Ambient 
13,1.0,"Potatoes, old, raw, flesh only ",1.15,"Asda , British w hite potatoes ",Asda ,148.7,16.01.2012 ,"Asda , Norwich ",Best Before Date: ,Batch Number: QVL65719C02183457 Site code: 790123 ,QVL65719C02183457 Site code: 790123 ,Plastic ,Ambient ,
14,1.0,"Potatoes, old, raw, flesh o nly ",1.16,"Sainsbury’s , Desiree p otatoes ",Sainsbury’s ,172.1,16.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 20 Jan ,20-Jan,D0646C  2253L2 ,Plastic ,Ambient ,Ambient 
15,1.0,"Potatoes, old, raw, flesh only ",1.17,"Morrisons , white potatoes ",Morrisons ,139.7,16.01.2012 ,"Morrisons , Norwich ",19-Jan,21-Jan,12961 RD1 -POT7A01412KC 04:15 ,Plastic ,Ambient ,Ambient 
16,1.0,"Potatoes, old, raw, flesh only ",1.19,British r ed potatoes ,Aldi ,158.0,16.01.2012 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: 03 04  QVPL216551401  348 ,03 04  QVPL216551401  348 ,Plastic ,,Ambient 
