,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
458,29.0,"Tomatoes (standard), raw ",,"Tesco, Norfolk salad tomatoes ",Tesco ,6 pack ,12.09.2011 ,"Tesco, Harford Bridges , Norwich ",13-Sep,15-Sep,SP08 ,Plastic ,Ambient ,Refrigerated 
459,29.0,"Tomatoes (standard), raw ",,"Tesco, loose, on the vine tomatoes ",Pack size: ,Purchase Date: 12.09.2011 ,12.09.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plasti c ,Plasti c ,Ambient ,Refrigerated 
460,29.0,"Tomatoes (standard), raw ",29.3,"Asda, salad tomatoes ",Asda ,78.3,12.09.2011 ,"Asda , Norwich ",12-Sep,14-Sep,450106 ASL1005257 ,Plastic ,Ambient ,Refrigerated 
461,29.0,"Tomatoes (standard), raw ",29.4,"Asda, vine ripened tomatoes ",Asda ,108.3,12.09.2011 ,,15-Sep,17-Sep,900937 ASP1111977 ,Plastic ,Ambient ,Refrigerated 
462,29.0,"Tomatoes (standard), raw ",29.5,"Sainsbury’s, Taste The Difference, British jubilee vine ",Sainsbury’s Taste The Difference ,84.5,12.09.2011 ,"Sainsbury’s, Longwater , Norwich ",13-Sep,13-Sep,E0460A  L1 112829   08:10 ,Plastic ,Ambient ,Refrigerated 
463,29.0,"Tomatoes (standard), raw ",29.6,"Morrisons, vine ripened tomatoes ",Morrisons ,89.1,12.09.2011 ,"Morrisons , Norwich ",12-Sep,14-Sep,247357 kcb:7SA 0258 T30349/0410 ,Plastic ,Ambient ,Refrigerated 
464,29.0,"Tomatoes (standard), raw ",29.7,"The Co -operative, 6 British tomatoes ",The Co -operativ e ,74.7,12.09.2011 ,"Co-operative , Wymondham ",13-Sep,14-Sep,M060A ,Plastic ,Ambient ,Refrigerated 
