,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
886,53.0,"Tomatoes, canned, whole contents ",53.1,"Napolina, chopped tomatoes in a rich tomato juice ",Napolina ,428.9,27.01.2012 ,"Asda, Norwich ",,Dec-13,CO5 LE216  PC ,Metal ,Ambient ,Ambient 
887,53.0,"Tomatoes, canned, whole contents ",53.2,"Napo lina, chopped tomatoes in a rich tomato juice ",Napolina ,239.0,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec  2013 ,Dec-13,CO5 LE213  PC ,Metal ,Ambient ,Ambient 
888,53.0,"Tomatoes, canned, whole contents ",53.3,"Napolina, peeled plum tomatoes in a rich tomato juice ",Napolina ,403.4,27.01.2012 ,"Booker, Norwich ",Best Before Date: Dec  2011 ,Dec-11,CO5 7 PP L R239  12:18 ,Metal ,Ambient ,Ambient 
889,53.0,"Tomatoes, canned, whole contents ",53.4,"Cirio, peeled plum tomatoes ",Cirio ,408.6,27.01.2012 ,"Sainsbury’ s, Longwater, Norwich ",Best Before Date: 31/12/2014 ,31/12/2014,L E241 15:46 J10 PPA ,Metal ,Ambient ,Ambient 
890,53.0,"Tomatoes, ca nned, whole contents ",53.5,"Tesco, Italian chopped tomatoes in rich tomato juice ",Tesco ,269.4,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: 07/2013 ,Jul-13,FD1 C55 LE208 ,Metal ,Ambient ,Ambient 
891,53.0,"Tomatoes, canned, whole contents ",53.6,"Tesco Value, peeled plum tomatoes in tomato juice ",Tesco Value ,399.7,30.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: Dec 2012 ,Dec-12,EUM1 PO16 LN263 ,Metal ,Ambient ,Ambient 
892,,"Tomatoes, canned, whole contents ",53.7,"Sainsbury’s, chopped tomatoes in tomato juice ",Sainsbury’s ,379.0,27.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: Sep 2013 ,Sep-13,FF1 LE 267 15:54 06365335 06.10 D0104 ,Tetra pak ,Ambient ,Ambient 
893,53.0,"Tomatoes, canned, whole contents ",53.9,"Morrisons, peeled Italian plum tomatoes in tomato juice ",Morrisons ,399.7,30.01.2012 ,"Morrisons, Norwich ",Best Before Date: Sep 2012 ,Sep-12,CO5 LV245 PP P01/11 80854 2605 ,Metal ,Ambient ,
