,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Sample Weight,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
271,17.0,"Mushrooms, raw ",17.1,"Tesco, British closed cup mushrooms ",Tesco ,23.7,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",04-Oct,06-Oct,232 GS15 ,Plastic ,Ambient ,Refrigerated 
272,17.0,"Mushro oms, raw ",17.2,"Tesco , mushrooms , loose ",Pack size: ,27.7,03.10.2011 ,"Tesco, Harford Bridges , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
273,17.0,"Mushrooms, raw ",17.3,"Asda, British closed cup mushrooms ",Asda ,22.0,03.10.2011 ,"Asda , Norwich ",05-Oct,07-Oct,640001 class I ,Plastic ,Ambient ,Refrigerated 
274,17.0,"Mushrooms, raw ",17.4,"Asda, mushrooms loose ",Pack size: ,26.5,03.10.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated 
275,17.0,"Mushrooms, raw ",17.5,"Sainsbury’s , sliced mushrooms ",Sainsbury’s ,1.0,03.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 07 Oct ,07-Oct,M0819N ,Plastic ,Ambient ,Refrigerated 
276,17.0,"Mushrooms, raw ",17.6,"Morrisons, button mushrooms ",Morrisons ,13.9,03.10.2011 ,,05-Oct,06-Oct,1379/06 ,Plastic ,Ambient ,Refrigerated 
277,17.0,"Mushrooms, raw ",17.7,"Waitrose, mushro oms, loose ",Pack size: ,30.1,03.10.2011 ,"Waitrose, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
278,17.0,"Mushrooms, raw ",17.8,"Aldi, button mushrooms ",Aldi ,8.9,03.10.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier code: 685 WM 6. Lot code: 4001 ,Supplier code: 685 WM 6. Lot code: 4001 ,Plastic ,Ambient ,Refrigerated 
279,17.0,"Mushrooms, raw ",17.9,"Asda, Smart Price, mushrooms ",Asda Smart Price ,24.8,03.10.2011 ,"Asda, Norwich ",04-Oct,06-Oct,ASL0906225 Ireland 987001 ,Plastic ,Ambient ,Refrigerated 
