,Food Code,Food Name,Description,Group,Previous,Main data references,Footnote,Energy (kJ),Energy (kcal),Fat (g),Saturates (g),Carbohydrate (g),Sugars (g),Starch (g),Fibre (g),Protein (g),Salt (g),Super Group
1092,12-937,"Eggs, chicken, whole, raw","12 samples from 3 egg distribution centres, including enriched cage, barn, free-range and organic",CA,12-918 ,"DH, Nutrient analysis of eggs, 2012",,548,132,9.0,2.52,0,0,0,0,12.6,0.39,Eggs
1100,14-089,"Elderberries, whole fruit",Literature sources,FA,,"Gebhardt et al. (1982) Composition of foods: fruits and fruit juices, raw, processed and prepared, Agriculture Handbook No. 8-9, and Souci-Fachman-Kraut (1987) Food composition and nutrition tables 1986/87, 3rd revised and completed edition.",,202,48,0.5,0.03,6.5,6.5,0,6.8,0.7,0,Fruit
1080,16-173,"Eel, yellow, raw",Analytical and literature sources,JC,,"Fish and Fish Products Supplement, 1993",,701,168,11.3,2.9,0,0,0,0,16.6,0.22,Fish and fish products
1101,19-586,"Enchiladas, beef, homemade",Recipe,MR,19-371 ,Updated 2014,,639,153,8.2,3.49,9.8,2.4,7.5,0.5,9.7,0.49,Meat and meat products
1103,17-672,"Energy drink, carbonated","Including Red Bull, Monster, EQ8, Kx, Relentless and own brands",PCA,,"Industry data, 2013",,189,44,0.0,0,11.1,11.1,0,0,0.0,0.15,Beverages
