,Food Code,Food Name,Food sub-group codes,Food Group,Sale format(s),Similarity Score,Weight,PurEqualCon,Portion Consumed,Source
271,18-295,"chicken, wing quarter, raw, meat and skin",MCA,Meat and meat products,,0.462416481826905,,,,
272,18-503,"chicken/turkey pieces, coated, baked",MCA,Meat and meat products,,0.38225570890858146,,,,
273,19-538,chicken slices,MI,Meat and meat products,,0.7315260508587585,70g,Y,,
274,19-516,chorizo,MI,Meat and meat products,,0.0,,,,
275,19-128,"corned beef, canned",MI,Meat and meat products,tin,0.908566479902307,198g,Y,1 small can,
276,19-449,"curry, chicken balti, retail",MR,Meat and meat products,,0.5150936811769361,190g,Y,,
277,,"casserole, sausage,retail",MR,Meat and meat products,,0.6191496269055246,55g,Y,small can,
278,,"chow mein, chicken, retail",MR,Meat and meat products,,0.694708467167592,350g,Y,,
279,19-466,"cornish pasty, retail",MR,Meat and meat products,,0.5439839155777908,190g,Y,,
280,,"coronation chicken, retail",MR,Meat and meat products,,0.7055305814177105,190g,Y,,
281,18-489,"duck, meat only, raw",MCC,Meat and meat products,,0.4177770250202694,,,,
282,19-539,"doner kebabs, meat only",MR,Meat and meat products,,0.38882124272100155,,,,
283,,"enchiladas, meal kit, retail",MR,Meat and meat products,,0.4219773952553781,,,,
284,17-640,"ghee, butter",OF,Meat and meat products,,0.7316147147441441,25g,Y,1 portion pack,
285,19-496,ham,MAA,Meat and meat products,,0.570304809062063,180g,Y,,
286,,"haggis,",MI,Meat and meat products,,0.0,,,,
287,,"hot pot, lamb/beef with potatoes, retail,",MR,Meat and meat products,,0.4280971950057725,,,,
288,18-402,"kidney, lamb, raw",MG,Meat and meat products,,0.3276372622849897,,,,
289,18-478,"lamb, average, raw, lean and fat",MAE,Meat and meat products,,0.3751207245488478,,,,
290,18-111,"lamb, breast, raw, lean",MAE,Meat and meat products,,0.3854688935867116,,,,
291,18-115,"lamb, chump chops, raw, lean and fat",MAE,Meat and meat products,,0.326345181812868,,,,
292,18-481,"lamb, mince, raw",MAE,Meat and meat products,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
293,18-413,"liver, lamb, raw",MG,Meat and meat products,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
294,,"luncheon meat,",MI,Meat and meat products,,0.47976173784575904,200g,Y,main course,Confirmed on Ocado Website
295,19-326,"meat samosas, takeaway",MR,Meat and meat products,,0.30265722424273017,,,,
296,,"meatballs, beef, retail",MR,Meat and meat products,,0.6312258539799718,165g,Y,,
297,,"meatballs, in tomatoe sauce, retail",MR,Meat and meat products,,0.6236688410088802,170g,Y,"frozen, purchased",
298,18-419,"oxtail, raw",MG,Meat and meat products,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
299,18-609,"pork, spare ribs, raw, lean and fat",MAG,Meat and meat products,,0.38141767594949677,,,,
300,18-387,"rabbit, raw, meat only",MEC,Meat and meat products,,0.3292848876869824,,,,
301,18-390,"venison, meat only, raw",MEE,Meat and meat products,,0.3292848876869824,,,,
302,12-500,"baking fat and margarine (75-90% fat), hard block",BTM,Milk and milk products,block,0.5323593660371249,10g,Y,"1 portion, packed",
303,12-333,"cream, fresh, whipping",BJC,Milk and milk products,tub,0.6117935967156881,150g,Y,1 small carton (5 fi. oz),
304,12-537,"cheese spread, plain, reduced fat",BL,Milk and milk products,tub,0.36969372513692517,,,,
305,12-346,"cheese, cheddar, english",BL,Milk and milk products,block,0.5160399476055892,20g,Y,per bag,
306,12-354,"cheese, danish blue",BL,Milk and milk products,tub,0.5565227960731726,400g,Y,loaf,
307,12-357,"cheese, goats milk, full fat, soft, white rind",BL,Milk and milk products,,0.4085775223812573,,,,
308,12-360,"cheese, mozzarella, fresh",BL,Milk and milk products,,0.37513555272008836,,,,
309,12-549,"cheese, processed, slices, reduced fat",BL,Milk and milk products,,0.41276925484231025,,,,
310,12-486,"cheese, white cheshire",BL,Milk and milk products,,0.39234473592603214,,,,
311,12-507,cornetto type ice cream cone,BP,Milk and milk products,box,0.9999999999999998,60g,Y,tub,
312,12-542,"cheesecake, fruit, individual",BR,Milk and milk products,,0.9022530331020885,90g,Y,individual,
313,12-461,"tarts, custard, individual",BR,Milk and milk products,,0.651160489299685,150g,Y,,
314,12-543,"custard, ready to eat, canned and tetra-pak",BR,Milk and milk products,can,0.6284467141784099,125g,Y,per pot,
315,12-398,"desserts, dairy, chocolate",BR,Milk and milk products,,0.6194454898323712,128g,Y,Can,
316,12-508,"ice cream, dairy, vanilla, soft scoop",BP,Milk and milk products,,0.6017230004246014,48g,Y,bar,
317,12-509,"ice cream, non dairy, vanilla, soft scoop",BP,Milk and milk products,,0.6017230004246014,48g,Y,bar,
318,,"jelly, retail",BR,Milk and milk products,,0.4495812272375209,,,,
319,12-373,"lassi, sweetened",BN,Milk and milk products,bottle,0.0,,,,
320,12-390,"lollies, containing ice-cream",BP,Milk and milk products,,0.9999999999999998,60g,Y,tub,
321,12-389,"lollies, with real fruit juice",BP,Milk and milk products,,0.6415578727052117,200g,Y,individual carton,
322,12-512,"milk, 1% fat, pasteurised",BA,Milk and milk products,"bottle 1 pint, 2 pint, 4 pint, 6 pint, carton 1 litre",0.4929977785729185,585g,Y,1 pint,
323,12-322,"milk, channel islands, whole, summer",BAB,Milk and milk products,"bottle 1 pint, 2 pint, 4 pint, 6 pint, carton 1 litre",0.5736496827870826,51g,Y,standard,
324,12-307,"milk, skimmed, pasteurised, average",BAE,Milk and milk products,"bottle 1 pint, 2 pint, 4 pint, 6 pint, carton 1 litre",0.43934989892938286,,,,
325,12-313,"milk, semi-skimmed, pasteurised, average",BAH,Milk and milk products,"bottle 1 pint, 2 pint, 4 pint, 6 pint, carton 1 litre",0.43934989892938286,,,,
326,12-596,"milk, whole, pasteurised, average",BAK,Milk and milk products,"bottle 1 pint, 2 pint, 4 pint, 6 pint, carton 1 litre",0.38372184393312087,,,,
327,12-520,"milk, condensed, whole, sweetened",BAR,Milk and milk products,tin,0.5736496827870826,51g,Y,standard,
328,12-522,"milk, evaporated, whole",BAR,Milk and milk products,tin,0.7799940752349114,170g,Y,1 small can,
329,12-524,"milk, soya, non-dairy alternative to milk, unsweetened, fortified",BC,Milk and milk products,"carton, 1L",0.5522507557686027,585g,Y,1 pint,
330,12-401,"mousse, chocolate, low fat",BR,Milk and milk products,,0.45063252628644856,,,,
331,12-553,"pudding, rice, canned, low fat",BR,Milk and milk products,tin,0.5185810259268044,300g,Y,1 packet made up,
332,,"raita, retail",BV,Milk and milk products,,0.5439839155777908,190g,Y,,
333,12-555,"yogurt, greek style, plain",BN,Milk and milk products,,0.6071018075322043,125g,Y,,
334,12-375,"yogurt, whole milk, fruit",BN,Milk and milk products,,0.5747101949421778,150g,Y,pots,
335,14-870,"almonds, flaked and ground",GA,Nuts and seeds,packet,0.4128321927436697,,,,
336,14-897,"almonds, toasted",GA,Nuts and seeds,packet,0.0,,,,
337,14-896,"almonds, whole kernels",GA,Nuts and seeds,packet,0.6833968945106905,51g,Y,standard,
338,14-895,"breadnut seeds, dried",G,Nuts and seeds,packet,0.0,,,,
339,14-806,betel nuts,GA,Nuts and seeds,packet,0.7026975536924479,47g,Y,packet,
340,14-813,"chestnuts, kernel only, raw",GA,Nuts and seeds,packet,0.38882124272100155,,,,
341,14-889,"coconut milk, retail",GA,Nuts and seeds,carton/tetrapak,0.4333787599246385,,,,
342,14-874,"hazelnuts, kernel only",GA,Nuts and seeds,packet,0.4995987696019161,150g,Y,,
343,14-891,"macadamia nuts, salted",G,Nuts and seeds,packet,0.48728992129222204,47g,Y,packet,
344,14-875,"marzipan, white and yellow, retail",GA,Nuts and seeds,packet,0.3462661244055344,,,,
345,14-880,"nuts, mixed",GA,Nuts and seeds,packet,0.58658499743791,40g,Y,per bag,Tesco Website
346,14-892,"peanut butter, smooth",GA,Nuts and seeds,jar,1.0000000000000002,25g,Y,1 portion pack,
347,14-882,peanuts and raisins,GA,Nuts and seeds,packet,0.46721302104622514,,,,
348,14-840,"pistachio nuts, kernel only, roasted and salted",GA,Nuts and seeds,packet,0.5398267564096042,25g,Y,"small, per bag",
349,14-843,"quinoa, raw",GA,Nuts and seeds,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
350,14-845,sunflower seeds,GA,Nuts and seeds,packet,0.0,,,,
351,14-879,"walnuts, kernel only",GA,Nuts and seeds,packet,0.4995987696019161,150g,Y,,
352,,"apple sauce, retail",WC,"Soups, sauces and miscellaneous foods",jar,0.3636984383651361,,,,
353,17-705,barbecue sauce,WC,"Soups, sauces and miscellaneous foods",,0.6385992453731303,20g,Y,1 portion pack,
354,17-678,"brown sauce, reduced salt/sugar",WCN,"Soups, sauces and miscellaneous foods",,0.5708375592092538,20g,Y,1 portion pack,
355,17-697,"chicken soup, cream of, canned, condensed, as served",WAC,"Soups, sauces and miscellaneous foods",can,0.48958530391038363,405g,Y,large can,
356,17-719,chilli sauce,WC,"Soups, sauces and miscellaneous foods",,0.3809243625543377,,,,
357,,cheese sauce,WCD,"Soups, sauces and miscellaneous foods",,0.49608109363829955,20g,Y,1 portion pack,
358,17-345,"chutney, tomato",WCG,"Soups, sauces and miscellaneous foods",jar,0.5609625599759139,12g,Y,I sachet,
359,17-358,cream of tartar,WY,"Soups, sauces and miscellaneous foods",sachet,0.6117935967156881,150g,Y,1 small carton (5 fi. oz),
360,17-715,"dressing, blue cheese",WCG,"Soups, sauces and miscellaneous foods",,0.5160399476055892,20g,Y,per bag,
361,17-701,"dressing, french",WCG,"Soups, sauces and miscellaneous foods",,0.5649391010131841,130g,Y,regular,
362,17-717,"dressing, thousand island",WCG,"Soups, sauces and miscellaneous foods",,0.0,,,,
363,,"guacamole, retail",WC,"Soups, sauces and miscellaneous foods",,0.5439839155777908,190g,Y,,
364,17-360,gelatine,WY,"Soups, sauces and miscellaneous foods",,0.0,,,,
365,17-724,gravy instant granules,WY,"Soups, sauces and miscellaneous foods",,0.6762755873735299,280g,Y,"1 packet, made up",
366,,"hollandaise sauce, retail",WC,"Soups, sauces and miscellaneous foods",jar,0.44246962936296075,,,,
367,,"hollandaise sauce, vegan, retail",WC,"Soups, sauces and miscellaneous foods",jar,0.41022811430352,,,,
368,17-654,"mayonnaise, standard, retail",WCG,"Soups, sauces and miscellaneous foods",,0.7049973032090611,165g,Y,,
369,17-364,"mustard, smooth",WY,"Soups, sauces and miscellaneous foods",jar,1.0,5g,Y,I sachet,
370,17-623,"pesto, red",WC,"Soups, sauces and miscellaneous foods",jar,0.0,,,,
371,17-718,"pickle, sweet",WCG,"Soups, sauces and miscellaneous foods",jar,0.6817183503250039,20g,Y,1 portion pack,
372,17-702,piccalilli,WCN,"Soups, sauces and miscellaneous foods",jar,0.0,,,,
373,17-354,"relish, tomato based",WCN,"Soups, sauces and miscellaneous foods",jar,0.5609625599759139,12g,Y,I sachet,
374,17-711,"soup, minestrone, canned",WA,"Soups, sauces and miscellaneous foods",can,0.8242849247779618,405g,Y,large can,
375,17-695,"soup, chicken, cream of, canned",WAC,"Soups, sauces and miscellaneous foods",can,0.48958530391038363,405g,Y,large can,
376,17-652,"soup, cream of tomato, canned",WAC,"Soups, sauces and miscellaneous foods",can,0.485596905414717,405g,Y,large can,
377,17-698,"soup, lentil, canned",WAC,"Soups, sauces and miscellaneous foods",can,0.8242849247779618,405g,Y,large can,
378,17-700,"soup, oxtail, canned",WAC,"Soups, sauces and miscellaneous foods",can,0.8242849247779618,405g,Y,large can,
379,17-712,"soup, vegetable, canned",WAC,"Soups, sauces and miscellaneous foods",can,0.6480274773621819,210g/440g,Y,can,
380,17-653,"soup, instant, dried, as purchased",WAE,"Soups, sauces and miscellaneous foods",can,0.6248409999481306,405g,Y,large can,
381,17-628,"sauce, chinese cook in, sweet & sour",WC,"Soups, sauces and miscellaneous foods",,0.8396080862321795,25g,Y,,
382,17-629,"sauce, chinese stir fry",WC,"Soups, sauces and miscellaneous foods",,0.44588408884997655,,,,
383,17-703,salad cream,WCG,"Soups, sauces and miscellaneous foods",,1.0000000000000002,12g,Y,1 sachet,
384,,"sauce, sweet and sour, retail",WCN,"Soups, sauces and miscellaneous foods",jar,0.8158632989392838,25g,Y,,
385,17-721,"soy sauce, light and dark varieties",WCN,"Soups, sauces and miscellaneous foods",,0.36158506000028373,,,,
386,17-367,salt,WY,"Soups, sauces and miscellaneous foods",,0.4939178495572992,10g,Y,per bag,
387,17-515,"stock cubes, beef",WY,"Soups, sauces and miscellaneous foods",,0.6300236984151741,198g,Y,1 small can,
388,17-680,stock gel,WY,"Soups, sauces and miscellaneous foods",,0.0,,,,
389,17-681,"stock, chicken, ready made, retail",WY,"Soups, sauces and miscellaneous foods",,0.5668929239393119,190g,Y,,
390,17-339,vinegar,WY,"Soups, sauces and miscellaneous foods",,0.4939178495572992,10g,Y,per bag,
391,,"white sauce, retial",WCD,"Soups, sauces and miscellaneous foods",jar,0.4170051921513854,,,,
392,,"white sauce, vegan, retial",WCD,"Soups, sauces and miscellaneous foods",jar,0.3970774041314801,,,,
393,17-723,worcestershire sauce,WCN,"Soups, sauces and miscellaneous foods",,0.6385992453731303,20g,Y,1 portion pack,
394,17-377,"water, distilled",WY,"Soups, sauces and miscellaneous foods",,0.6981756688904391,500g,Y,large,
395,17-517,yeast extract,WY,"Soups, sauces and miscellaneous foods",jar,0.0,,,,
396,17-659,chocolate spread,SC,"Sugars, preserves and snacks",jar,0.5405195886759304,50g,Y,average,
397,17-658,chocolate covered bar with caramel and cereal,SEA,"Sugars, preserves and snacks","indiviudal bar, multipack",0.49982544097656983,50g,Y,bar,
398,17-763,creme egg,SEA,"Sugars, preserves and snacks",individual,0.9195908258882448,39g,Y,,Ocado Website
399,17-645,corn snacks,SN,"Sugars, preserves and snacks",bag,0.44017687022652346,,,,
400,,"chevda/chevra/chewra, retial",SNC,"Sugars, preserves and snacks",,0.0,,,,
401,17-049,"glucose liquid, bp",SC,"Sugars, preserves and snacks",tube,0.0,,,,
402,17-050,honey,SC,"Sugars, preserves and snacks",jar,0.5390736920579159,135g,Y,,
403,17-689,"ice cream sauce, topping, strawberry and chocolate flavours",SC,"Sugars, preserves and snacks",,0.7229402232147197,60g,Y,tub,
404,17-075,"jam, reduced sugar",SC,"Sugars, preserves and snacks",jar,0.5890948634186755,6g,Y,1 'packet' sugar,
405,17-777,liquorice allsorts,SEC,"Sugars, preserves and snacks",bag,0.8121268773519039,115g,Y,box,
406,17-078,marmalade,SC,"Sugars, preserves and snacks",jar,0.5,20g,Y,1 individual carton,
407,17-651,maltesers and similar products,SEA,"Sugars, preserves and snacks","individual bag, share bag",0.6540976878903091,80g,Y,family bag,
408,17-668,mars bar and own brand equivalents,SEA,"Sugars, preserves and snacks","indiviudal bar, multipack",0.5707130199207513,100g,Y,kingsize,
409,17-669,milky way and own brand equivalents,SEA,"Sugars, preserves and snacks","indiviudal bar, multipack",0.6613051075772095,26g,Y,standard,
410,17-114,marshmallows,SEC,"Sugars, preserves and snacks",,1.0,40g,Y,bag,
411,,nougat,SEC,"Sugars, preserves and snacks",,1.0,114g,Y,large bar,
412,17-117,peppermints,SEC,"Sugars, preserves and snacks",,0.0,,,,
413,17-692,"popcorn, salted, retail",SN,"Sugars, preserves and snacks",,0.45273390668168284,,,,
414,17-132,pork scratchings,SN,"Sugars, preserves and snacks",bag,1.0,22g,Y,per bag,
415,17-693,"potato crisps, low fat",SN,"Sugars, preserves and snacks",bag,0.5105148575263924,25/27/28/30g,Y,small,
416,17-060,"sugar, brown",SC,"Sugars, preserves and snacks",bag,0.7449274553634044,6g,Y,1 'packet' sugar,
417,17-062,"sugar, icing",SC,"Sugars, preserves and snacks",bag,1.0,6g,Y,1 'packet' sugar,
418,17-063,"sugar, white",SC,"Sugars, preserves and snacks",bag,0.7574469549657481,6g,Y,1 'packet' sugar,
419,17-065,"syrup, golden",SC,"Sugars, preserves and snacks",tin,0.43180109409840817,,,,
420,17-096,smartie-type sweets,SEA,"Sugars, preserves and snacks",tube,0.0,,,,
421,,"ackee, canned",DG,Vegetables,tin,0.5661752050238423,210g,Y,1 can,
422,13-146,"agar, dried",DG,Vegetables,,0.0,,,,
423,13-148,"alfalfa sprouts, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
424,13-149,"amaranth leaves, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
425,13-151,"arrowhead, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
426,13-153,"artichoke, globe, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
427,,"artichoke, canned",DG,Vegetables,tin,0.5661752050238423,210g,Y,1 can,
428,,"artichoke, jar",DG,Vegetables,jar,0.0,,,,
429,13-157,"asparagus, raw",DG,Vegetables,"bunch, packet",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
430,13-161,"aubergine, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
431,13-532,"baked beans, canned in tomato sauce",DB,Vegetables,tin,0.6049179291061506,150g/205g,Y,1 small can,
432,13-041,"beans, aduki, whole, dried, raw",DB,Vegetables,packet,0.4588965051386906,,,,
433,,"beans, aduki, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
434,13-062,"beans, blackeye, whole, dried, raw",DB,Vegetables,packet,0.4588965051386906,,,,
435,,"beans, blackeye, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
436,13-070,"beans, butter, dried, raw",DB,Vegetables,packet,0.4784274767761084,25g,Y,1 portion pack,
437,,"beans, butter, canned",DB,Vegetables,tin,0.509739750334061,25g,Y,1 portion pack,
438,13-074,"beans, chick peas, kabuli, whole, dried, raw",DB,Vegetables,packet,0.4588965051386906,,,,
439,,"beans, chick peas, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
440,13-080,"beans, cluster, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
441,,"beans, edamame, frozen",DB,Vegetables,packet,0.5459200743723706,100g,Y,tubs,
442,,"beans, edamame, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
443,13-514,"beans, green, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
444,13-086,"beans, haricot, whole, dried, raw",DB,Vegetables,jar,0.4588965051386906,,,,
445,,"beans, haricot, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
446,13-098,"beans, mung, dahl, dried, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
447,13-102,"beans, pigeon peas, whole, dried, raw",DB,Vegetables,packet,0.4588965051386906,,,,
448,13-106,"beans, pinto, dried, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
449,,"beans, pinto, canned, ",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
450,13-109,"beans, red kidney, dried, raw",DB,Vegetables,packet,0.37852738864469765,,,,
451,,"beans, red kidney, canned",DB,Vegetables,tin,0.4021974854289297,,,,
452,13-112,"beans, runner, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
453,13-115,"beans, soya, dried, raw",DB,Vegetables,packet,0.4517677827144902,,,,
454,13-117,"beans, sword, raw",DB,Vegetables,packet,0.5108259209609609,170g,Y,small can,
455,13-426,"beansprouts, mung, raw",DB,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
456,13-056,"black gram, urad gram, whole, dried, raw",DB,Vegetables,packet,0.40948256896387025,,,,
457,13-164,"beetroot, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
458,13-167,"breadfruit, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
459,13-502,"broccoli, green, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
460,13-174,"broccoli, purple sprouting, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
461,13-177,"brussels sprouts, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
462,,"beanburger, retail",DR,Vegetables,packet,0.555039464224106,240g,Y,,
463,,"beanburger, vegetarian",DR,Vegetables,packet,0.5499053191302885,240g,Y,,
464,13-067,"beans, broad, dried, raw",DB,Vegetables,"loose, individual",0.5108259209609609,170g,Y,small can,
465,,"beans, broad, canned",DB,Vegetables,tin,0.5740165594258579,170g,Y,small can,
466,13-064,"beans, broad, whole, raw, without pod",DB,Vegetables,packet,0.5042882862533122,67g,Y,1 raw small eating (6 to lb) ,
467,,"beans, cannellini, canned",DB,Vegetables,can,0.5740165594258579,170g,Y,small can,
468,13-582,"cabbage, average, raw",DG,Vegetables,"loose, individual",0.33696952806050073,,,,
469,13-187,"cabbage, chinese, raw",DG,Vegetables,"loose, individual",0.3756950508902129,,,,
470,13-510,"cabbage, green, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
471,13-190,"cabbage, red, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
472,13-509,"cabbage, white, raw",DG,Vegetables,"loose, individual",0.3595511553106008,,,,
473,13-448,"carrots, young, raw",DG,Vegetables,"loose, individual, bag",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
474,13-512,"cauliflower, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
475,13-219,"celeriac, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
476,13-636,"celery, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
477,13-223,"chard, swiss, raw",DG,Vegetables,"loose, individual",0.3430785788843968,,,,
478,13-225,"chicory, pale variety, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
479,13-627,"courgette, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
480,13-234,"curly kale, raw",DG,Vegetables,bag,0.5244946419038103,29g,Y,,
481,,"casserole, vegetable, retail",DR,Vegetables,packet,0.5356753423042451,210g/440g,Y,can,
482,15-637,"cauliflower cheese, retail",DR,Vegetables,packet,0.68065593031041,185g,Y,,
483,15-635,"coleslaw, not low calorie, retail",DR,Vegetables,packet,0.442160970799803,,,,
484,,"curry, vegetable, mixed, canned",DR,Vegetables,tin,0.5333505277735553,210g/440g,Y,can,
485,13-244,"garlic, raw",DG,Vegetables,"individual, pack",0.5373215870626379,20g,Y,1 slice,
486,13-245,"gherkins, raw",DG,Vegetables,jar,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
487,13-608,"green beans, dried",DI,Vegetables,packet,0.748765532704433,170g,Y,small can,
488,,"green beans, in water, canned ",DI,Vegetables,tin,0.5302529867174867,170g,Y,small tin,
489,13-556,houmous,DB,Vegetables,packet,0.0,,,,
490,13-258,"horseradish, raw",DG,Vegetables,,0.6397631474243365,12g,Y,1 sachet,
491,13-261,"kohl rabi, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
492,15-809,khadhi,DR,Vegetables,,0.0,,,,
493,13-089,"lentils, green and brown, whole, dried, raw",DB,Vegetables,packet,0.416155216135843,,,,
494,,"lentils, canned",DB,Vegetables,can,0.5661752050238423,210g,Y,1 can,
495,13-624,"leeks, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
496,13-520,"lettuce, average, raw",DG,Vegetables,"loose, individual",0.33696952806050073,,,,
497,13-271,"lotus tubers, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
498,15-651,"lasagne, vegetable, retail",DR,Vegetables,packet,0.485354427933031,290g,Y,"purchased ready meal for one, average",
499,13-505,"mushrooms, white, raw",DG,Vegetables,packet,0.2846882824400362,,,,
500,13-298,"mustard leaves, raw",DG,Vegetables,,0.778267014209857,5g,Y,I sachet,
501,15-652,"moussaka, vegetable, retail",DR,Vegetables,packet,0.5356753423042451,210g/440g,Y,can,
502,13-300,"okra, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
503,13-499,"onions, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
504,,"potatoes,",DA,Vegetables,,1.0,75g,Y,small,
505,,"potato chips,",DAP,Vegetables,,0.42627411041311614,,,,
506,,"potato wedges, retail, ",DAR,Vegetables,,0.3328058762668199,,,,
507,,"peas, canned in water",DF,Vegetables,tin,0.4761031794274234,500g,Y,large,
508,13-527,"peas, frozen, raw",DF,Vegetables,,0.5269950195183689,100g,Y,tubs,
509,,"pak choi, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
510,13-311,"papaya, unripe, green flesh, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
511,13-312,"parsnip, raw",DG,Vegetables,"loose, individual, packet",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
512,13-524,"pepper, capsicum, red, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
513,13-323,"plantain, green flesh, raw",DG,Vegetables,"loose, individual",0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
514,13-326,"pumpkin, flesh only, raw",DG,Vegetables,"loose, individual",0.38882124272100155,,,,
515,15-262,quorn korma,DR,Vegetables,,0.2824348615524972,,,,
516,13-332,"radish leaves, raw",DG,Vegetables,,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
517,13-522,"rocket, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
518,15-869,"roulade, spinach",DR,Vegetables,,0.0,,,,
519,13-521,"spinach, baby, raw",DG,Vegetables,packet,0.5560829087551052,150g,Y, Jar,
520,13-359,"swede, flesh only, raw",DG,Vegetables,,0.38882124272100155,,,,
521,,"swede, raw,flesh and skin",DG,Vegetables,,0.6377030814579907,250g,Y,1 raw small,
522,13-463,"sweet potato, raw, flesh only",DG,Vegetables,packet,0.3026184963525418,,,,
523,,"sweet potato, raw, flesh and skin",DG,Vegetables,packet,0.45453908251346026,,,,
524,,"sweetcorn kernels, canned",DG,Vegetables,tin,0.5661752050238423,210g,Y,1 can,
525,13-622,"sweetcorn, kernels, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
526,,sweetcorn on a cob,DG,Vegetables,packet,0.46662472018584683,,,,
527,15-872,"salad, pasta, vegetables and mayonnaise",DR,Vegetables,,0.6505692411074603,12g,Y,I portion pack,
528,15-883,"shepherd's pie, vegetable",DR,Vegetables,,0.5275180899043339,480g,Y,large,
529,15-617,"sushi, vegetable",DR,Vegetables,,0.6940142317217532,210g/440g,Y,can,
530,,"vegetables, mixed, frozen",DG,Vegetables,,0.47919617530556785,100g,Y,tubs,
531,15-656,"vegeburger, retail, grilled",DR,Vegetables,,0.5439839155777908,190g,Y,,
532,,"vegetable stir fry mix,",DR,Vegetables,packet,0.41330593826594947,,,,
533,13-673,"watercress, raw",DG,Vegetables,packet,0.5217706540839595,75g,Y,1 raw small eating (6 to lb) ,
534,13-397,"yam, flesh only, raw",DG,Vegetables,,0.38882124272100155,,,,
