Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
18-379,"Hare, meat only, stewed",Meat from dressed carcase,MEA,50-466 ,"MW4, 1978",,60.7,4.78,29.9,8.0,0.0,192,804,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,N,,,,,,,N,N,,,N,N,,,,,N,Tr,N,Unknown,Unknown
18-380,"Hare, meat only, stewed, weighed with bone",Calculated from 18-379,MEA,50-467 ,"MW4, 1978",,44.3,3.48,21.8,5.8,0.0,139,585,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,N,,,,,,,N,N,,,N,N,,,,,N,Tr,N,Unknown,Unknown
