Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
11-936,"Pizza, cheese and tomato, retail","11 samples, 10 products, frozen and chilled, all bases, not stuffed crust",A,11-553 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,38.1,1.95,12.2,9.8,36.1,272,1148,32.2,,3.9,0.8,Tr,0.9,Tr,2.1,Tr,0.0,1.7,2.9,44.51,4.12,11.45,1.06,3.56,0.33,38.40,3.56,39.61,3.67,15.01,1.39,15.01,1.39,45.88,4.25,1.38,0.13,1.22,0.11,19.1,Unknown,Unknown
11-788,"Porridge oats, unfortified","18 samples, 10 products, Quaker and other/own brands",A,11-017 ,"LGC, Nutrient survey of breakfast cereals, 2004",,9.4,1.87,10.9,8.1,70.7,381,1614,70.4,,0.3,Tr,,Tr,0.3,Tr,0.0,,7.2,7.8,16.90,1.28,40.87,3.1,1.17,0.09,41.05,3.11,41.08,3.11,41.95,3.19,42.03,3.19,16.90,1.28,Tr,Tr,0.10,0.01,0.3,Unknown,Unknown
11-789,"Porridge oats, unfortified, cooked, made up with semi-skimmed milk","18 samples, 10 products, Quaker and other/own brands",A,,"LGC, Nutrient survey of breakfast cereals, 2004",,79.7,0.73,4.6,2.3,12.1,84,357,8.0,Tr,4.1,Tr,,Tr,Tr,Tr,4.1,0.0,0.9,1.0,48.20,1.03,15.48,0.33,0.79,0.02,29.73,0.64,32.10,0.69,16.27,0.35,16.50,0.35,46.54,1.00,1.66,0.03,2.60,0.06,2.7,Unknown,Unknown
