Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
15-672,"Bhaji, cabbage and pea, with butter ghee, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,15-394 ,Updated 2014,,66.3,0.55,3.4,14.2,9.7,177,736,1.7,,7.1,2.3,Tr,2.0,2.8,0.0,Tr,,3.1,4.8,,8.31,,,,,,,,3.65,,,,0.86,,,,,,0.29,34.5,Unknown,Unknown
15-673,"Bhaji, cabbage and pea, with rapeseed oil, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,15-395 ,Updated 2014,,66.7,0.55,3.4,14.5,9.7,180,748,1.7,,7.1,2.3,,2.0,2.8,0.0,0.0,,3.1,4.8,,1.01,,,,,,,,8.38,,,,4.35,,,,,,Tr,0.0,Unknown,Unknown
15-674,"Bhaji, cabbage and potato, with butter, homemade",Punjabi dish. Recipe from dietary survey records,DR,15-396 ,Updated 2014,,77.2,0.43,2.7,5.6,9.7,98,410,4.4,,4.9,2.3,,2.0,0.6,0.0,0.0,,2.6,4.1,,3.48,,,,,,,,1.39,,,,0.30,,,,,,0.19,14.1,Unknown,Unknown
15-397,"Bhaji, cabbage and potato, with rapeseed oil, homemade",Punjabi dish. Recipe from dietary survey records,DR,15-015 ,Updated 2014,,77.5,0.36,2.2,7.0,9.1,106,442,4.0,0.4,4.7,2.2,0.0,1.9,0.7,0.0,0.0,,2.6,,,0.86,,,,,,,,3.52,,,,2.26,,,,,,Tr,0.0,Unknown,Unknown
15-675,"Bhaji, cabbage and potato, with vegetable oil",Punjabi dish. Recipe from dietary survey records,DR,15-397 ,Based on Recipe as VGD 15-015. Updated 2013,,76.2,0.42,2.7,6.8,9.6,108,452,4.4,,4.9,2.3,,2.0,0.6,0.0,0.0,,2.6,4.1,,0.48,,,,,,,,3.92,,,,2.05,,,,,,Tr,0.0,Unknown,Unknown
15-016,"Bhaji, cabbage and spinach","Punjabi dish. Cabbage, spinach, onion and chick pea flour. Recipe from manufacturer",DR,,As Vegetable Dishes Supplement 1992,,64.8,0.59,3.6,17.1,7.8,198,817,3.3,0.6,3.8,1.6,0.0,1.4,0.9,0.0,0.0,,3.0,,,1.80,,,,,,,,5.90,,,,8.20,,,,,,,0.0,Unknown,Unknown
15-671,"Bhaji, cabbage, homemade",Recipe adapted from literature sources,DR,15-393 ,Updated 2014,,80.3,0.44,2.8,4.5,6.8,77,322,0.4,,5.9,2.6,,2.3,0.9,0.0,0.0,,2.9,4.4,,0.32,,,,,,,,2.52,,,,1.39,,,,,,Tr,0.0,Unknown,Unknown
15-676,"Bhaji, carrot, potato and pea, with butter, homemade",Punjabi dish. Recipe from dietary survey records,DR,15-398 ,Updated 2014,,75.3,0.34,2.2,6.6,12.9,116,488,5.6,,6.8,1.3,,1.2,4.2,0.0,0.0,,2.5,4.1,,4.01,,,,,,,,1.65,,,,0.35,,,,0.14,,0.22,16.0,Unknown,Unknown
15-677,"Bhaji, carrot, potato and pea, with vegetable oil, homemade",Punjabi dish. Recipe from dietary survey records,DR,15-399 ,Updated 2014,,74.1,0.33,2.1,7.9,12.9,128,535,5.6,,6.7,1.3,,1.2,4.2,0.0,0.0,,2.5,4.1,,0.59,,,,,,,,4.54,,,,2.35,,,,,,Tr,0.0,Unknown,Unknown
15-679,"Bhaji, cauliflower and potato, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,15-401 ,Updated 2014,,75.5,0.53,3.3,6.8,10.1,106,443,6.1,1.2,2.8,1.2,Tr,1.3,0.4,0.0,0.0,,2.0,2.3,,0.52,,,,,,,,3.76,,,,2.05,,,,,,Tr,0.0,Unknown,Unknown
15-680,"Bhaji, cauliflower and vegetable, homemade","Cauliflower, onion, tomato and spices. Recipe from literature sources",DR,15-402 ,Updated 2014,,76.8,0.50,3.1,9.1,6.6,117,488,0.4,1.3,4.0,1.6,0.0,1.6,0.5,0.0,0.1,0.0,2.0,N,,5.28,,,,,,,,2.14,,,,0.58,,,,,,0.29,21.2,Unknown,Unknown
15-678,"Bhaji, cauliflower, homemade",Recipe,DR,15-400 ,Updated 2014,,68.9,0.46,2.9,20.1,5.5,211,874,0.2,1.6,3.8,1.5,Tr,1.6,0.6,0.0,0.0,,2.0,2.2,,9.21,,,,,,,,7.63,,,,2.09,,,,,,0.02,0.0,Unknown,Unknown
15-021,"Bhaji, cauliflower, potato and pea, with butter",Punjabi dish. Recipe from manufacturer,DR,,As Vegetable Dishes Supplement 1992,,71.9,0.56,3.5,11.3,8.2,145,603,5.5,0.2,2.5,1.1,0.0,1.0,0.3,0.0,Tr,,1.9,,,7.10,,,,,,,,2.70,,,,0.70,,,,,,,29.0,Unknown,Unknown
15-022,"Bhaji, cauliflower, potato and pea, with vegetable oil",Punjabi dish. Recipe from manufacturer,DR,,As Vegetable Dishes Supplement 1992,,69.9,0.55,3.4,13.7,8.2,166,688,5.5,0.2,2.5,1.1,0.0,1.0,0.3,0.0,0.0,,1.9,,,1.50,,,,,,,,4.70,,,,6.60,,,,,,,0.0,Unknown,Unknown
15-024,"Bhaji, green bean",Punjabi dish. Recipe from manufacturer,DR,,As Vegetable Dishes Supplement 1992,,79.0,0.35,2.2,7.6,5.0,91,379,0.9,Tr,4.1,1.6,0.0,2.0,0.4,0.0,0.0,,2.1,,,0.70,,,,,,,,2.60,,,,3.30,,,,,,,0.0,Unknown,Unknown
15-025,"Bhaji, karela, with butter ghee, homemade",Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,,81.4,0.29,1.8,10.6,1.2,103,426,0.9,Tr,Tr,Tr,0.0,Tr,Tr,0.0,Tr,,2.4,,,6.60,,,,,,,,2.50,,,,0.50,,,,,,,27.0,Unknown,Unknown
15-026,"Bhaji, karela, with vegetable oil, homemade",Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,,81.4,0.29,1.8,10.6,1.2,103,426,0.9,Tr,Tr,Tr,0.0,Tr,Tr,0.0,0.0,,2.4,,,1.10,,,,,,,,3.60,,,,5.00,,,,,,,0.0,Unknown,Unknown
15-681,"Bhaji, mushroom, homemade",Mushroom and onion. Recipe from review of recipe collection,DR,15-403 ,Updated 2014,,73.3,0.33,1.2,16.6,4.1,168,693,0.1,,3.2,1.1,Tr,1.0,1.0,0.0,0.0,,1.2,1.5,,1.11,,,,,,,,9.66,,,,4.88,,,,,,Tr,0.0,Unknown,Unknown
15-683,"Bhaji, mustard leaves and spinach, homemade",Recipe from literature sources,DR,15-405 ,Updated 2014,,81.9,0.51,3.1,6.5,3.8,84,348,2.0,,1.6,0.6,,0.5,0.3,0.0,0.0,,N,N,,3.75,,,,,,,,1.60,,,,0.47,,,,,,0.20,15.2,Unknown,Unknown
15-682,"Bhaji, mustard leaves, homemade",Recipe from literature sources,DR,15-404 ,Updated 2014,,82.5,0.49,3.0,6.3,4.6,85,355,3.1,,1.3,0.6,,0.5,0.1,0.0,0.0,,N,N,,2.97,,,,,,,,1.28,,,,0.25,,,,,,0.20,15.2,Unknown,Unknown
15-684,"Bhaji, okra, Bangladeshi, with butter ghee, homemade","Okra, onion and spices. Recipe adapted from literature sources",DR,15-406 ,Updated 2014,,78.2,0.36,2.4,6.2,7.7,97,400,0.4,1.3,5.6,1.9,Tr,1.7,1.9,0.0,Tr,,3.3,N,,3.50,,,,,,,,1.52,,,,0.49,,,,,,0.12,14.0,Unknown,Unknown
15-685,"Bhaji, okra, Bangladeshi, with vegetable oil, homemade","Okra, onion and spices. Recipe adapted from literature sources",DR,15-031 15-407 ,Updated 2014,,78.2,0.36,2.4,6.4,7.7,97,400,0.4,1.3,5.6,1.9,Tr,1.7,1.9,0.0,0.0,,3.3,N,,0.55,,,,,,,,3.44,,,,1.90,,,,,,Tr,0.0,Unknown,Unknown
15-686,"Bhaji, okra, Islami, homemade",Recipe from the Aga Khan Health Board for the United Kingdom. Very dry dish,DR,15-408 ,Updated 2014,,58.2,0.68,4.6,17.1,8.9,201,833,0.6,1.0,7.0,2.3,Tr,2.4,2.2,0.0,0.0,,5.9,N,,1.36,,,,,,,,9.06,,,,4.79,,,,,,Tr,0.0,Unknown,Unknown
15-687,"Bhaji, pea, homemade",Pakistani dish. Recipe from literature sources,DR,15-409 ,Updated 2014,,45.2,0.80,5.0,34.6,9.3,363,1496,4.3,1.7,3.2,0.7,Tr,0.5,1.8,0.0,0.2,,3.3,3.8,,21.58,,,,,,,,8.81,,,,1.29,,,,,,1.17,86.8,Unknown,Unknown
15-688,"Bhaji, potato and fenugreek leaves, homemade",Gujerati dish. Recipe from review of recipe collection,DR,15-412 ,Updated 2014,,55.7,0.59,3.7,15.9,18.8,222,925,N,,N,N,Tr,N,N,0.0,0.0,,N,N,,N,,,,,,,,N,,,,N,,,,,,Tr,0.0,Unknown,Unknown
15-689,"Bhaji, potato and green pepper, homemade","Punjabi dish. Potato, pepper, onion and tomato. Recipe from dietary survey records",DR,15-413 ,Updated 2014,,74.9,0.25,1.5,9.0,12.7,134,561,9.8,,2.6,1.1,Tr,1.2,0.3,0.0,0.0,,1.6,N,,0.63,,,,,,,,5.22,,,,2.66,,,,,,Tr,0.0,Unknown,Unknown
15-690,"Bhaji, potato and onion, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,15-414 ,Updated 2014,,67.2,0.35,2.1,10.1,16.7,162,674,12.2,0.9,3.4,1.2,Tr,0.9,1.2,0.0,0.1,0.0,1.6,2.6,,6.32,,,,,,,,2.58,,,,0.41,,,,,,0.35,25.8,Unknown,Unknown
15-691,"Bhaji, potato, onion and mushroom, homemade",Recipe from review of recipe collection,DR,15-415 ,Updated 2014,,64.7,0.32,1.7,17.3,12.1,211,871,7.3,,3.5,1.3,Tr,1.0,1.2,0.0,0.0,,1.6,2.2,,1.17,,,,,,,,10.11,,,,5.08,,,,,,Tr,0.0,Unknown,Unknown
15-040,"Bhaji, potato, spinach and cauliflower, homemade","Recipe from Wharton et al, 1983",DR,,As Vegetable Dishes Supplement 1992,,72.0,0.35,2.2,15.1,7.1,169,699,5.2,0.3,1.6,0.6,0.0,0.5,0.5,0.0,Tr,,1.4,,,9.60,,,,,,,,3.60,,,,0.70,,,,,,,40.0,Unknown,Unknown
15-692,"Bhaji, potato, with butter ghee, homemade",Recipe from literature sources,DR,15-410 ,Updated 2014,,67.1,0.35,2.2,9.8,16.6,161,669,14.7,0.3,1.5,0.5,Tr,0.4,0.6,0.0,Tr,,1.4,2.1,,5.70,,,,,,,,2.50,,,,0.48,,,,,,0.20,23.8,Unknown,Unknown
15-693,"Bhaji, potato, with vegetable oil, homemade",Recipe from literature sources,DR,15-411 ,Updated 2014,,67.1,0.35,2.2,10.0,16.6,161,670,14.7,0.3,1.5,0.5,Tr,0.4,0.6,0.0,0.0,,1.4,2.1,,0.69,,,,,,,,5.75,,,,2.88,,,,,,Tr,0.0,Unknown,Unknown
15-695,"Bhaji, spinach and potato, homemade",Recipe from review of recipe collection,DR,15-417 ,Updated 2014,,62.6,0.58,3.6,14.1,13.4,192,796,11.9,,1.6,0.5,Tr,0.5,0.6,0.0,0.0,,2.4,N,,0.98,,,,,,,,7.98,,,,4.26,,,,,,Tr,0.0,Unknown,Unknown
15-694,"Bhaji, spinach, homemade","Recipe from Wharton et al, 1983",DR,15-416 ,Updated 2014,,80.8,0.53,3.3,6.9,2.5,83,342,0.2,,2.1,0.7,,0.7,0.7,0.0,0.0,,2.4,N,,3.82,,,,,,,,1.60,,,,0.74,,,,,,0.20,15.2,Unknown,Unknown
15-697,"Bhaji, turnip and onion, homemade",Punjabi dish. Recipe from dietary survey records,DR,15-419 ,Updated 2014,,78.0,0.19,1.2,10.6,7.1,126,524,0.3,,5.9,2.6,Tr,2.0,1.4,0.0,Tr,,2.2,N,,6.20,,,,,,,,2.73,,,,0.64,,,,,,0.22,26.1,Unknown,Unknown
15-696,"Bhaji, turnip, homemade",Recipe from literature sources,DR,15-418 ,Updated 2014,,71.4,0.20,1.3,16.4,6.5,179,739,0.6,0.2,5.4,2.7,Tr,2.0,0.8,0.0,Tr,,2.6,N,,9.59,,,,,,,,4.22,,,,0.97,,,,,,0.34,40.2,Unknown,Unknown
15-047,"Bhaji, vegetable, Punjabi, with butter",Recipe from manufacturer. Mixed vegetables,DR,,As Vegetable Dishes Supplement 1992,,75.0,0.57,3.5,7.2,8.2,108,449,1.5,1.2,5.5,1.9,0.0,1.7,1.9,0.0,Tr,,3.2,,,4.30,,,,,,,,1.60,,,,0.60,,,,,,,17.0,Unknown,Unknown
15-048,"Bhaji, vegetable, Punjabi, with vegetable oil",Recipe from manufacturer. Mixed vegetables,DR,,As Vegetable Dishes Supplement 1992,,73.8,0.56,3.5,8.6,8.2,120,501,1.5,1.2,5.5,1.9,0.0,1.7,1.9,0.0,0.0,,3.2,,,1.00,,,,,,,,2.90,,,,4.10,,,,,,,0.0,Unknown,Unknown
15-698,"Bhaji, vegetable, with butter, homemade",Recipe from literature sources. Mixed vegetables,DR,15-420 ,Updated 2014,,68.4,0.31,1.9,15.3,10.3,185,766,5.1,0.6,4.7,1.8,Tr,1.5,1.4,0.0,0.1,0.0,2.4,N,,9.49,,,,,,,,3.83,,,,0.65,,,,,,0.52,38.5,Unknown,Unknown
15-699,"Bhaji, vegetable, with rapeseed oil, homemade",Recipe from literature sources. Mixed vegetables,DR,15-421 ,Updated 2014,,65.7,0.29,1.8,18.5,10.1,213,879,5.1,,4.6,1.8,,1.5,1.4,0.0,0.0,0.0,2.4,N,,1.64,,,,,,,,10.95,,,,5.42,,,,,,Tr,0.0,Unknown,Unknown
15-700,"Broccoli in cheese sauce, made with semi-skimmed milk, homemade",Recipe from review of recipe collection,DR,15-423 ,Updated 2014,,76.3,1.20,7.3,7.5,5.9,118,493,2.5,,3.0,0.4,,0.7,Tr,0.0,1.8,,1.6,2.7,,4.52,,,,,,,,1.90,,,,0.37,,,,,,0.28,19.7,Unknown,Unknown
15-701,"Broccoli in cheese sauce, made with skimmed milk, homemade",Recipe from review of recipe collection,DR,15-424 ,Updated 2014,,77.0,1.16,7.3,6.9,5.9,114,475,2.5,,3.0,0.4,,0.7,Tr,0.0,1.8,,1.6,2.5,,4.18,,,,,,,,1.77,,,,0.37,,,,,,0.25,18.9,Unknown,Unknown
15-702,"Broccoli in cheese sauce, made with whole milk, homemade",Recipe from review of recipe collection,DR,15-422 ,Updated 2014,,75.8,1.15,7.3,8.2,5.8,124,521,2.5,,2.9,0.4,,0.7,Tr,0.0,1.7,,1.6,2.5,,5.00,,,,,,,,2.12,,,,0.40,,,,,,0.30,22.0,Unknown,Unknown
15-704,"Bubble and squeak, fried in rapeseed oil, homemade","Fried cabbage and potato. Recipe from Wiles et al, 1980",DR,15-383 ,Updated 2014,,76.2,0.27,1.7,9.0,10.1,126,525,8.5,,1.6,0.7,,0.6,0.3,0.0,0.0,0.0,1.8,1.9,,0.62,,,,,,,,5.28,,,,2.68,,,,,,Tr,0.0,Unknown,Unknown
15-703,"Bubble and squeak, fried in sunflower oil, homemade","Fried cabbage and potato. Recipe from Wiles et al, 1980",DR,15-426 ,Updated 2014,,76.0,0.27,1.7,9.1,10.2,128,530,8.6,,1.6,0.7,,0.6,0.3,0.0,0.0,0.0,1.8,1.9,,1.11,,,,,,,,1.85,,,,5.75,,,,,,Tr,0.0,Unknown,Unknown
15-705,"Cabbage, red, cooked with apple",Recipe from literature sources,DR,15-427 ,Updated 2014,,79.6,0.14,0.9,2.6,7.9,57,241,0.1,,7.5,1.6,Tr,2.1,3.9,0.0,Tr,,2.1,0.1,,0.77,,,,,,,,1.06,,,,0.54,,,,,,0.00,0.3,Unknown,Unknown
15-706,"Callaloo and cho cho, homemade",West Indian dish. Spinach and cho cho. Recipe from a personal collection,DR,15-426 ,Updated 2014,,85.3,0.30,1.9,6.6,2.6,77,317,0.1,0.2,2.2,0.9,Tr,0.9,0.5,0.0,0.0,,1.6,N,,2.84,,,,,,,,2.26,,,,1.00,,,,,,0.15,10.8,Unknown,Unknown
15-707,"Callaloo and okra, homemade",West Indian dish. Spinach and okra. Recipe from a personal collection,DR,15-429 ,Updated 2014,,86.1,0.28,1.8,6.4,2.2,73,303,0.2,0.2,1.9,0.7,Tr,0.7,0.5,0.0,0.0,0.0,1.6,N,,2.75,,,,,,,,2.23,,,,0.98,,,,,,0.14,10.4,Unknown,Unknown
15-708,"Cannelloni, spinach, homemade","Recipe, Pasta tubes with spinach and ricotta filling. Recipe from dietary survey records",DR,15-430 ,Updated 2014,,71.6,0.85,5.2,6.9,15.4,140,589,13.3,,2.0,0.1,,0.1,0.1,0.1,1.7,,0.8,N,,1.81,,,,,,,,3.08,,,,1.46,,,,,,0.04,N,Unknown,Unknown
15-709,"Cannelloni, vegetable, homemade",Pasta tubes with mixed vegetable filling. Recipe from dietary survey records,DR,15-367 ,Updated 2014,,70.2,0.81,4.9,8.5,15.5,155,648,13.1,,2.4,0.2,,0.2,0.2,0.1,1.7,,0.7,N,,2.87,,,,,,,,3.52,,,,1.48,,,,,,0.10,N,Unknown,Unknown
15-712,"Casserole, bean and mixed vegetable, homemade",Recipe adapted from a recipe from Leeds Polytechnic.,DR,15-431 ,Updated 2014,,87.1,0.44,2.7,0.7,6.6,42,178,2.8,,3.4,0.8,Tr,0.8,1.8,Tr,0.0,,1.9,N,,0.11,,,,,,,,0.12,,,,0.30,,,,,,Tr,0.0,Unknown,Unknown
15-713,"Casserole, bean and root vegetable, homemade",Recipe from dietary survey records. Mixed beans and vegetables,DR,15-432 ,Updated 2014,,85.2,0.48,3.0,0.6,8.4,48,206,4.8,,3.2,1.2,Tr,1.1,0.9,Tr,0.0,0.0,1.8,N,,0.08,,,,,,,,0.10,,,,0.27,,,,,,Tr,0.0,Unknown,Unknown
15-714,"Casserole, sweet potato and green banana, homemade",Recipe. West Indian dish. Recipe from a personal collection,DR,15-433 ,Updated 2014,,59.2,0.19,1.2,6.5,31.2,181,763,5.7,,24.6,N,0.0,N,N,N,0.0,,1.6,N,,4.09,,,,,,,,,,,,0.29,,,,,,0.22,16.4,Unknown,Unknown
15-638,"Casserole, vegetable, homemade",Recipe from dietary survey records,DR,15-368 ,Updated 2013,,84.1,0.34,2.1,0.4,10.6,52,220,5.3,0.3,5.1,1.6,Tr,1.4,2.1,Tr,0.0,0.0,1.9,2.4,,0.07,,,,,,,,0.09,,,,0.18,,,,,,Tr,0.0,Unknown,Unknown
15-639,"Cauliflower cheese, made with semi-skimmed milk, homemade",Recipe,DR,15-369 ,Updated 2013,,81.1,0.84,5.3,5.9,6.2,97,407,2.1,,3.2,0.8,Tr,0.9,0.3,0.0,1.2,0.0,1.3,1.3,,3.05,,,,,,,,1.86,,,,0.55,,,,,,0.16,11.2,Unknown,Unknown
15-710,"Cauliflower cheese, made with skimmed milk, homemade",Recipe,DR,15-434 ,Updated 2014,,81.4,0.84,5.3,5.6,6.2,94,394,2.1,0.9,3.2,0.8,Tr,0.9,0.3,0.0,1.2,,1.3,1.3,,2.81,,,,,,,,1.78,,,,0.55,,,,,,0.14,10.6,Unknown,Unknown
15-711,"Cauliflower cheese, made with whole milk, homemade",Recipe,DR,15-384 ,Updated 2014,,80.6,0.83,5.3,6.4,6.1,102,425,2.1,0.9,3.1,0.8,Tr,0.9,0.3,0.0,1.1,,1.3,1.3,,3.36,,,,,,,,2.01,,,,0.58,,,,,,0.18,12.7,Unknown,Unknown
15-637,"Cauliflower cheese, retail",Recipe and industry data,DR,,"Industry data, 2013; and recipe (15-384)",,78.4,0.67,4.2,5.8,5.0,88,366,3.1,,1.9,0.6,0.0,0.5,0.1,Tr,0.7,,N,1.6,,N,,,,,,,,N,,,,N,,,,,,N,N,Unknown,Unknown
15-715,"Cauliflower in white sauce, made with semi-skimmed milk, homemade",Recipe,DR,15-436 ,Updated 2014,,86.9,0.44,2.7,3.2,6.0,63,263,2.0,,3.3,0.6,,0.7,0.3,0.0,1.7,,1.2,1.4,,1.80,,,,,,,,0.73,,,,0.41,,,,,,0.10,7.3,Unknown,Unknown
15-716,"Cauliflower in white sauce, made with skimmed milk, homemade",Recipe,DR,15-437 ,Updated 2014,,87.3,0.45,2.8,2.8,6.0,58,244,2.0,,3.3,0.6,,0.7,0.3,0.0,1.7,,1.2,1.4,,1.46,,,,,,,,0.60,,,,0.40,,,,,,0.07,6.5,Unknown,Unknown
15-717,"Cauliflower in white sauce, made with whole milk, homemade",Recipe,DR,15-435 ,Updated 2014,,85.8,0.44,2.7,4.2,6.2,72,300,2.2,,3.2,0.6,,0.7,0.3,0.0,1.6,,1.2,1.4,,2.38,,,,,,,,0.98,,,,0.50,,,,,,0.13,10.0,Unknown,Unknown
15-718,"Cauliflower with onions and chilli pepper, homemade","Recipe, Bangladeshi dish",DR,15-438 ,Updated 2014,,88.4,0.30,1.8,3.4,4.6,55,231,Tr,,3.3,1.2,Tr,1.2,0.9,0.0,0.0,0.0,1.7,2.0,,0.34,,,,,,,,1.63,,,,1.19,,,,,,Tr,0.0,Unknown,Unknown
15-719,"Chilli, bean and lentil, homemade",Recipe,DR,15-439 ,Updated 2014,,73.5,0.85,5.3,2.5,13.2,92,387,8.0,,3.5,1.5,,1.5,0.5,0.0,0.0,,N,N,,0.23,,,,,,,,1.20,,,,0.89,,,,,,Tr,0.0,Unknown,Unknown
15-720,"Chilli, Quorn, homemade",Recipe,DR,15-440 ,Updated 2014,,79.5,0.85,5.3,3.6,6.9,83,350,2.7,,3.5,1.3,,1.2,1.2,Tr,Tr,,2.6,N,,0.39,,,,,,,,N,,,,N,,,,,,Tr,0.0,Unknown,Unknown
15-640,"Chilli, vegetable, homemade",Recipe from dietary survey records,DR,15-370 ,Updated 2013,,84.0,0.41,2.5,0.8,8.6,49,210,4.2,0.5,3.8,0.8,Tr,0.8,2.2,Tr,0.0,0.0,2.6,N,,0.14,,,,,,,,0.16,,,,0.27,,,,,,Tr,0.0,Unknown,Unknown
15-721,"Cho cho fritters, fried in rapeseed oil, homemade",Recipe West Indian dish.,DR,15-441 ,Updated 2014,,65.2,0.77,4.7,12.4,16.6,192,803,13.6,,2.9,0.9,,1.1,0.1,0.0,0.9,,1.3,0.7,,2.14,,,,,,,,6.34,,,,2.95,,,,,,0.06,62.6,Unknown,Unknown
15-722,"Coco fritters, fried in rapeseed oil, homemade","Recipe, West Indian dish containing taro, flour, eggs, baking powder and black pepper",DR,15-442 ,Taro is an alternative name for coco. Updated 2014,,42.6,0.77,4.7,22.5,26.1,322,1341,25.8,,0.9,0.1,,0.1,0.5,0.0,0.0,,1.9,N,,N,,,,,,,,N,,,,N,,,,,,0.00,74.9,Unknown,Unknown
15-635,"Coleslaw, not low calorie, retail","8 samples, 7 products",DR,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,73.0,0.13,0.8,16.3,6.0,173,714,Tr,,6.0,1.4,Tr,1.2,3.5,Tr,Tr,0.0,1.7,1.2,10.60,1.65,16.62,2.59,7.03,1.10,64.62,10.07,64.74,10.09,23.66,3.69,23.66,3.69,10.53,1.64,0.07,0.01,0.12,0.02,11.0,Unknown,Unknown
15-636,"Coleslaw, with reduced calorie dressing, retail","8 samples, 4 products, including economy products",DR,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,80.8,0.14,0.9,9.1,6.5,110,456,Tr,,6.5,1.6,Tr,1.3,3.7,Tr,Tr,,1.8,1.6,8.44,0.73,18.69,1.63,8.38,0.73,63.31,5.51,63.38,5.51,27.07,2.36,27.07,2.36,8.37,0.73,0.07,0.01,0.07,0.01,11.9,Unknown,Unknown
15-723,"Coo-coo, homemade","Recipe, West Indian dish. Cornmeal with okra.",DR,15-443 ,Updated 2014. Values estimated from 15-080 where N values are due to  cornmeal or okra,,77.3,0.38,2.4,1.8,17.7,99,412,N,,N,N,,N,N,N,0.0,,0.7,N,,0.64,,,,,,,,0.26,,,,0.05,,,,,,0.03,2.6,Unknown,Unknown
15-724,"Corn fritters, fried in rapeseed oil, homemade",Recipe. West Indian dish. Sweetcorn-based.,DR,15-444 ,Updated 2014,,48.6,0.97,5.8,15.2,32.9,287,1201,25.2,,4.9,0.3,,0.2,3.3,0.0,0.9,,1.4,2.5,,2.65,,,,,,,,8.40,,,,4.16,,,,,,0.07,48.6,Unknown,Unknown
15-725,"Corn pudding, homemade",Recipe. West Indian dish. Baked sweetcorn pudding.,DR,15-725 ,Updated 2014,,81.4,0.75,4.7,2.9,8.9,78,330,2.8,,5.9,0.3,,0.2,3.4,Tr,2.1,,1.2,1.6,,0.98,,,,,,,,0.88,,,,0.53,,,,,,0.03,55.3,Unknown,Unknown
15-726,"Courgettes with eggs, homemade",Recipe. Greek dish,DR,15-446 ,Updated 2014,,81.7,0.63,3.9,9.7,2.2,112,462,0.1,,2.0,0.8,,0.9,0.3,0.0,0.0,,0.9,N,,1.66,,,,,,,,2.94,,,,4.43,,,,,,0.00,61.9,Unknown,Unknown
15-729,"Crumble, vegetable, with tinned tomatoes, homemade","Recipe, containing cauliflower, onions, carrots, courgettes, tomatoes, flour and fat spread",DR,15-449 ,Updated 2014,,65.1,0.53,3.1,9.6,20.1,174,730,14.8,,4.9,1.9,,1.8,1.1,0.0,Tr,,1.8,N,,2.31,,,,,,,,4.68,,,,2.04,,,,,,0.01,0.8,Unknown,Unknown
15-730,"Crumble, vegetable, with tinned tomatoes, wholemeal, homemade","Recipe, containing cauliflower, onions, carrots, courgettes, tomatoes, flour and fat spread",DR,15-450 ,Updated 2014,,65.0,0.60,3.6,9.7,18.1,170,709,12.6,,5.0,1.9,,1.8,1.2,0.1,Tr,,2.8,N,,2.28,,,,,,,,4.67,,,,2.16,,,,,,0.01,0.8,Unknown,Unknown
15-727,"Crumble, vegetable, with white sauce, homemade","Recipe, containing cauliflower, sweetcorn, parlsey, cheese, flour, oil, fat spread and water",DR,15-447 ,Updated 2014,,66.3,0.81,4.9,7.9,19.6,165,692,15.3,,4.0,0.4,,0.4,1.9,0.0,1.3,,1.7,1.9,,2.70,,,,,,,,3.26,,,,1.36,,,,,,0.09,6.4,Unknown,Unknown
15-728,"Crumble, vegetable, with white sauce, wholemeal, homemade","Recipe, containing cauliflower, sweetcorn, parlsey, cheese, flour, oil, fat spread and water",DR,,Updated 2014,,64.7,0.89,5.4,7.9,20.8,171,719,15.8,,4.6,0.5,,0.5,2.3,0.1,1.3,,2.4,N,,2.66,,,,,,,,3.23,,,,1.43,,,,,,0.09,6.4,Unknown,Unknown
15-731,"Curry, almond, homemade",Recipe,DR,15-451 ,Updated 2014,,50.0,1.04,5.7,33.4,3.3,328,1354,2.0,,1.1,0.1,,0.1,0.8,0.0,Tr,0.0,1.9,N,,14.15,,,,,,,,13.30,,,,3.16,,,,,,0.48,55.8,Unknown,Unknown
