Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
17-343,"Chutney, mango, sweet","10 samples, 5 brands",WE,,"Reviewed 2013. LFRA, Nutrient analysis of miscellaneous foods, 1992",,44.3,0.11,0.7,0.1,48.3,189,806,2.6,,45.7,20.6,0.0,19.5,5.6,0.0,0.0,0.0,N,N,,Tr,,,,,,,,Tr,,,,Tr,,,,,,N,0.0,Unknown,Unknown
17-785,"Chutney, tomato, homemade",Recipe,WE,17-615 ,Updated 2014,,54.4,0.15,1.0,0.2,40.8,166,704,Tr,,40.2,3.8,,4.0,32.3,0.0,0.0,,1.3,N,,0.02,,,,,,,,0.04,,,,0.06,,,,,,0.00,0.0,Unknown,Unknown
