Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
12-561,"Cheese pudding, homemade","Recipe including breadcrumbs, milk, cheese and eggs",BV,12-456 ,Updated 2014,,67.1,1.70,10.6,9.3,11.7,170,712,8.6,,3.1,N,,N,N,N,2.8,,0.3,N,,4.95,,,,,,,,2.65,,,,0.52,,,,,,0.29,100.6,Unknown,Unknown
12-560,"Pie, cheese and potato, homemade",Recipe,BV,12-455 ,Updated 2014,,73.5,0.78,5.0,7.2,12.6,132,552,11.1,,1.5,0.2,Tr,0.2,0.1,0.0,1.0,,0.7,1.1,,3.25,,,,,,,,2.59,,,,0.73,,,,,,0.14,37.6,Unknown,Unknown
12-595,"Raita, yogurt and gram flour, homemade",Recipe,BV,12-457 ,Updated 2014,,79.9,0.53,3.3,6.6,8.1,103,430,1.8,,5.3,0.9,,0.7,0.9,0.0,1.8,,1.0,1.4,,3.83,,,,,,,,1.69,,,,0.44,,,,,,0.14,15.3,Unknown,Unknown
12-593,"Sauce, cheese, packet mix, dry","10 samples, 4 brands",BV,12-271 ,"Milk Products and Eggs Supplement, 1989;  and industry data, 2013. Fat, sat fat, sodium and chloride updated with industry data, 2014 (Colman's products)",,3.9,3.08,19.3,28.4,40.9,486,2033,35.3,,5.6,Tr,0.0,Tr,0.3,Tr,5.3,,N,1.7,,17.60,,,,,,,,N,,,,N,,,,,,,N,Unknown,Unknown
12-602,"Welsh rarebit, homemade",Recipe,BV,12-458 ,Updated 2014,,30.2,2.25,13.9,28.4,23.1,398,1656,20.5,,2.4,Tr,,0.1,Tr,1.5,0.8,0.0,0.9,1.2,,17.38,,,,,,,,7.44,,,,1.18,,,,,,1.05,73.8,Unknown,Unknown
12-603,"Welsh rarebit, wholemeal, homemade",Recipe,BV,12-459 ,Updated 2014,,32.2,2.33,14.4,27.4,22.1,387,1612,19.8,,2.1,0.1,,0.2,Tr,1.1,0.8,0.0,2.5,3.5,,16.59,,,,,,,,7.21,,,,1.29,,,,,,1.01,70.0,Unknown,Unknown
