Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
17-637,"Soup, broccoli and stilton, carton, chilled","10 samples, 7 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,88.8,0.37,2.3,3.1,3.8,51,215,2.3,0.1,1.5,0.2,Tr,0.3,0.2,0.0,0.6,0.0,N,N,58.06,1.69,4.00,0.12,2.30,0.07,28.70,0.83,32.90,0.96,6.30,0.18,7.16,0.20,56.77,1.65,1.29,0.04,4.20,0.12,48.2,Unknown,Unknown
17-634,"Soup, carrot and coriander, carton, chilled","8 samples, 5 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",,90.6,0.14,0.9,2.6,4.7,45,187,1.7,Tr,3.0,0.6,0.0,0.6,1.6,Tr,0.3,,0.5,1.0,,1.38,,,,,,,,0.90,,,,0.19,,,,,,0.14,Tr,Unknown,Unknown
17-711,"Soup, minestrone, canned",Label data,WA,17-542 ,"Industry data, 2013",,91.2,0.18,1.1,0.2,6.6,31,132,4.8,,1.8,N,0.0,N,N,N,0.0,,0.7,0.9,,0.10,,,,,,,,0.03,,,,0.03,,,,,,Tr,0.3,Unknown,Unknown
17-635,"Soup, mushroom, carton, chilled","10 samples, 4 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,89.8,0.24,1.5,2.7,4.9,48,203,3.3,0.1,1.4,0.1,0.0,0.2,0.3,0.0,0.7,,0.3,0.3,55.04,1.43,5.20,0.14,1.80,0.05,30.00,0.78,35.70,0.93,7.00,0.18,7.66,0.20,53.87,1.40,1.17,0.03,5.69,0.15,1.0,Unknown,Unknown
17-636,"Soup, tomato, carton, chilled","10 samples, 7 products, including New Convent Garden and own brands",WA,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,90.3,0.15,0.9,1.9,4.3,37,154,1.0,0.0,3.3,1.0,0.0,1.1,1.1,Tr,0.2,,0.8,1.4,47.71,0.86,5.40,0.10,1.70,0.03,38.99,0.70,42.79,0.77,7.10,0.13,7.89,0.14,46.59,0.84,1.12,0.02,3.73,0.07,3.7,Unknown,Unknown
